cite_key,family,pattern,section,doe_strategy,strategy_confidence,strategy_score,strategy_runner_up,strategy_runner_up_score,strategy_evidence_source,strategy_evidence_snippet,strategy_all_scores,data_source,source_confidence,source_score,source_runner_up,source_runner_up_score,source_evidence_source,source_evidence_snippet,source_all_scores,has_pdf_text,has_abstract
Sánchez-Zabala2024,RBF / kernel,P1,dh,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Weinberger2018555,Neural network,P1,dh,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Reich2020,GP / kriging,P1,dh,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Chaudhry2024,PCE / RSM,P5,dh,Quasi-Monte Carlo / sparse-grid collocation,high,24,Latin hypercube sampling,0,evidence-card PDF prose,uncertain inputs are represented by sparse-grid or pce collocation nodes (quasi-monte carlo / quadrature family).,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=24; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Du2025,Neural network,P5,dh,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Rafi202132436,RBF / kernel,P1,dispatch,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Wu2022231,Neural network,P1,dispatch,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Ahmad202451,PCE / RSM,P1,dispatch,Factorial / response-surface design,high,45,Latin hypercube sampling,0,abstract/keywords,"meters for maximizing hydrogen production through wastewater electrolysis. to design the experimental runs, a box-behnken design (bbd) with an l<sub>17</sub> array was implemented, while response surface methodology (rsm) in conjunction with genetic algorithms (ga) and particle",Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=45; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Safta20172535,PCE / RSM,P5,dispatch,Quasi-Monte Carlo / sparse-grid collocation,high,24,Latin hypercube sampling,0,evidence-card PDF prose,uncertain inputs are represented by sparse-grid or pce collocation nodes (quasi-monte carlo / quadrature family).,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=24; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,Historical data,high,24,Synthetic data,0,abstract/keywords,"ion of uncertain renewable energy generation that follows geographical and temporal correlations derived from historical data at each wind farm. considering expected production cost, we demonstrate that the proposed approach can yield several orders of magnitude reduction in",Synthetic data=0; Historical data=24; Hybrid data=0,no,yes
Chen20244723,Neural network,P1,dispatch,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Chen2022,Neural network,P1,dispatch,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Dullinger20181646,RBF / kernel,P1,dispatch,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Nikolaidis2021,GP / kriging,P2,dispatch,Active learning,high,131,Latin hypercube sampling,0,abstract/keywords,"ution leverages widely adopted developments in the field of uncertainty-aware machine learning models, namely bayesian optimization. this framework enables the effective discovery of the best possible configuration of a volatile system with uncertain and unknown dynamics, without",Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=131; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Angizeh2023134995,GP / kriging,P1,dispatch,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Wang2022812,PCE / RSM,P5,dispatch,Quasi-Monte Carlo / sparse-grid collocation,high,24,Latin hypercube sampling,0,evidence-card PDF prose,uncertain inputs are represented by sparse-grid or pce collocation nodes (quasi-monte carlo / quadrature family).,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=24; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Hu2021671,GP / kriging,P5,dispatch,,unassigned,27,Quasi-Monte Carlo / sparse-grid collocation,24,,,Latin hypercube sampling=27; Quasi-Monte Carlo / sparse-grid collocation=24; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Wu2024391,Tree ensembles,P1,dispatch,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Pan20244422,PCE / RSM,P5,dispatch,Quasi-Monte Carlo / sparse-grid collocation,high,24,Latin hypercube sampling,0,evidence-card PDF prose,uncertain inputs are represented by sparse-grid or pce collocation nodes (quasi-monte carlo / quadrature family).,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=24; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Li20191438,PCE / RSM,P5,dispatch,Quasi-Monte Carlo / sparse-grid collocation,high,24,Latin hypercube sampling,0,evidence-card PDF prose,uncertain inputs are represented by sparse-grid or pce collocation nodes (quasi-monte carlo / quadrature family).,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=24; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Xu20223066,Neural network,P1,dispatch,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Rixhon2021,PCE / RSM,P1,dispatch,Quasi-Monte Carlo / sparse-grid collocation,high,24,Latin hypercube sampling,0,evidence-card PDF prose,uncertain inputs are represented by quasi-monte carlo (low-discrepancy) sample sets.,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=24; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Yan2019625,GP / kriging,P1,dispatch,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Pang2023,Neural network,P2,dispatch,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Liang20246508,Constraint-aware NN,P1,dispatch,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Goudarzi2017667,RBF / kernel,P1,dispatch,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Guo202115024,Neural network,P1,dispatch,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Lu201991827,PCE / RSM,P5,dispatch,Quasi-Monte Carlo / sparse-grid collocation,high,97,Latin hypercube sampling,0,abstract/keywords,nistic dispatch approaches have not been very applicative. this paper investigates a nested sparse grid-based stochastic collocation method (ns-scm) as a possible solution for stochastic economic dispatch (sed) problems. the scm was used to simplify the scenario-based optimization,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=97; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Lin2023,GP / kriging,P2,dispatch,Adaptive sampling,high,24,Latin hypercube sampling,0,abstract/keywords,"the fuel cost and emission objective functions are replaced by improved kriging-based surrogate models. a new infilling sampling strategy for updating kriging-based surrogate models online is proposed, which improves their fitting accuracy. through this way, the evaluation time",Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=24; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Hu2020,GP / kriging,P5,dispatch,Latin hypercube sampling,high,24,Quasi-Monte Carlo / sparse-grid collocation,0,evidence-card PDF prose,training inputs are placed by latin hypercube sampling over the planning box.,Latin hypercube sampling=24; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Fu20202904,PCE / RSM,P5,opf,Latin hypercube sampling,high,24,Quasi-Monte Carlo / sparse-grid collocation,0,evidence-card PDF prose,training inputs are placed by latin hypercube sampling over the planning box.,Latin hypercube sampling=24; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Fu2022,PCE / RSM,P5,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Muhlpfordt20194806,PCE / RSM,P1,opf,Quasi-Monte Carlo / sparse-grid collocation,high,24,Latin hypercube sampling,0,evidence-card PDF prose,uncertain inputs are represented by sparse-grid or pce collocation nodes (quasi-monte carlo / quadrature family).,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=24; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Su2022315,Neural network,P1,opf,Latin hypercube sampling,high,24,Quasi-Monte Carlo / sparse-grid collocation,0,evidence-card PDF prose,training inputs are placed by latin hypercube sampling over the planning box.,Latin hypercube sampling=24; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Deng2020831,GP / kriging,P1,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Urgun20202791,RBF / kernel,P1,opf,Latin hypercube sampling,high,24,Quasi-Monte Carlo / sparse-grid collocation,0,evidence-card PDF prose,training inputs are placed by latin hypercube sampling over the planning box.,Latin hypercube sampling=24; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Srithapon202134395,Neural network,P2,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,Historical data,high,24,Synthetic data,0,abstract/keywords,"t variables. the multi-objective popf problem is solved using the multi-objective differential evolution. the historical data including solar irradiation, ambient temperature, residential load, and electric vehicle (ev) travel distance is calculated in the low voltage distri",Synthetic data=0; Historical data=24; Hybrid data=0,no,yes
Liu20223726,RBF / kernel,P1,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Wu2021__2,RBF / kernel,P1,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Chen2023657,Constraint-aware NN,P1,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Koirala20242284,PCE / RSM,P1,opf,Quasi-Monte Carlo / sparse-grid collocation,high,24,Latin hypercube sampling,0,evidence-card PDF prose,uncertain inputs are represented by sparse-grid or pce collocation nodes (quasi-monte carlo / quadrature family).,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=24; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Li2023__2,Tree ensembles,P1,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Muhlpfordt20174490,PCE / RSM,P1,opf,Quasi-Monte Carlo / sparse-grid collocation,high,24,Latin hypercube sampling,0,evidence-card PDF prose,uncertain inputs are represented by sparse-grid or pce collocation nodes (quasi-monte carlo / quadrature family).,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=24; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Xu20212696,PCE / RSM,P1,opf,Quasi-Monte Carlo / sparse-grid collocation,high,24,Latin hypercube sampling,0,evidence-card PDF prose,uncertain inputs are represented by sparse-grid or pce collocation nodes (quasi-monte carlo / quadrature family).,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=24; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Mahapatra20161921,RBF / kernel,P1,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Mahapatra2022721,RBF / kernel,P1,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Li202359995,Neural network,P1,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Zhang2024821,GP / kriging,P5,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Van Acker2022,PCE / RSM,P1,opf,Quasi-Monte Carlo / sparse-grid collocation,high,24,Latin hypercube sampling,0,evidence-card PDF prose,uncertain inputs are represented by sparse-grid or pce collocation nodes (quasi-monte carlo / quadrature family).,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=24; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Engelmann20186188,PCE / RSM,P5,opf,Quasi-Monte Carlo / sparse-grid collocation,high,24,Latin hypercube sampling,0,evidence-card PDF prose,uncertain inputs are represented by sparse-grid or pce collocation nodes (quasi-monte carlo / quadrature family).,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=24; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Mitrovic2023__2,GP / kriging,P1,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Mitrovic2023__3,GP / kriging,P1,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Lei20247417,Constraint-aware NN,P1,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Liu20222679,GP / kriging,P5,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Katkar2025,GP / kriging,P1,opf,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Park2019,Neural network,P2,expansion,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Rodgers2018951,PCE / RSM,P2,expansion,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Kim2021,GP / kriging,P5,expansion,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Pérez-Uresti2023,Neural network,P1,expansion,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Lawson201647,GP / kriging,P5,expansion,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Jahangiri20244849,Neural network,P2,expansion,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Jahangiri2023,Neural network,P2,expansion,,unassigned,0,Quasi-Monte Carlo / sparse-grid collocation,0,,,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Volodina2022,GP / kriging,P5,expansion,Latin hypercube sampling,high,24,Quasi-Monte Carlo / sparse-grid collocation,0,evidence-card PDF prose,training inputs are placed by latin hypercube sampling over the planning box.,Latin hypercube sampling=24; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=0; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
Yang2025,Tree ensembles,P2,expansion,Active learning,high,107,Latin hypercube sampling,0,evidence-card PDF prose,further simulation runs are chosen by bayesian optimization (acquisition-driven active learning).,Latin hypercube sampling=0; Quasi-Monte Carlo / sparse-grid collocation=0; Factorial / response-surface design=0; Adaptive sampling=0; Active learning=107; Multi-fidelity training=0; Transfer learning=0,,unassigned,0,Historical data,0,,,Synthetic data=0; Historical data=0; Hybrid data=0,no,yes
