cite_key,primary_bucket,all_buckets,mandatory,year,title,venue,doi,cited_by_count,tier,focus,primary_topic,sources
Liu20222679,B02_gp_kriging,B02_gp_kriging;B15_uncertainty,1,2022,Kernel Structure Design for Data-Driven Probabilistic Load Flow Studies,IEEE Transactions on Smart Grid,10.1109/tsg.2022.3159579,10,A,,Probabilistic and Robust Engineering Design,surrogate_esm_tier_a
Salahinezhad2025,B03_pce_response_surface,B03_pce_response_surface;B21_mes_sector_coupling;B23_moo_design,1,2025,Trade-off analysis for optimal design of trigeneration energy systems integrated with solar and hydrogen subsystems: A novel optimization strategy,Renewable Energy,10.1016/j.renene.2024.122211,9,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Lin2023,B02_gp_kriging,B02_gp_kriging;B12_bayes_accel,1,2023,Data-driven method of solving computationally expensive combined economic/emission dispatch problems in large-scale power systems: an improved kriging-assisted optimization approach,Frontiers in Energy Research,10.3389/fenrg.2023.1273760,9,A,,Electric Power System Optimization,surrogate_esm_tier_a
Jahangiri20244849,B19_capacity_expansion,B19_capacity_expansion,1,2024,A machine learning approach to analysis of Canadian provincial power system decarbonization,Energy Reports,10.1016/j.egyr.2024.04.036,8,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Dong2023,B03_pce_response_surface,B03_pce_response_surface;B07_constraint_aware;B15_uncertainty;B21_mes_sector_coupling;B24_stochastic_robust,1,2023,Chance-constrained optimal dispatch of integrated energy systems based on data-driven sparse polynomial chaos expansion,Sustainable Energy Technologies and Assessments,10.1016/j.seta.2023.103546,8,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Dong2023__2,B03_pce_response_surface,B03_pce_response_surface;B07_constraint_aware;B15_uncertainty;B21_mes_sector_coupling;B23_moo_design;B24_stochastic_robust,1,2023,Robust optimal scheduling for integrated energy systems based on multi-objective confidence gap decision theory,Expert Systems with Applications,10.1016/j.eswa.2023.120304,8,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Lalitha20231401,B12_bayes_accel,B12_bayes_accel;B22_microgrid_hub;B23_moo_design,1,2023,Multi-objective approach for protection of microgrids using surrogate assisted particle swarm optimization (SAPSO),Applied Nanoscience (Switzerland),10.1007/s13204-021-02044-7,8,A,,Power Systems Fault Detection,surrogate_esm_tier_a
Jahangiri2023,B06_neural_surrogates,B06_neural_surrogates;B19_capacity_expansion,1,2023,A Deep Learning Approach for Exploring the Design Space for the Decarbonization of the Canadian Electricity System,Energies,10.3390/en16031352,7,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Hu2020,B02_gp_kriging,B02_gp_kriging;B15_uncertainty;B17_ed_uc,1,2020,Uncertainty quantification in stochastic economic dispatch using Gaussian process emulation,"2020 IEEE Power and Energy Society Innovative Smart Grid Technologies Conference, ISGT 2020",10.1109/isgt45199.2020.9087714,7,A,,Electric Power System Optimization,surrogate_esm_tier_a
Weinberger2018555,B20_district_heating,B20_district_heating,1,2018,Investigating influential techno-economic factors for combined heat and power production using optimization and metamodeling,Applied Energy,10.1016/j.apenergy.2018.09.206,7,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Yang2024__2,B03_pce_response_surface,B03_pce_response_surface;B15_uncertainty;B17_ed_uc;B22_microgrid_hub;B24_stochastic_robust,1,2024,Data-driven robust optimization scheduling for microgrid day-ahead to intra-day operations based on renewable energy interval prediction,Energy,10.1016/j.energy.2024.134058,6,A,,Smart Grid Energy Management,surrogate_esm_tier_a
Reich2020,B02_gp_kriging,B02_gp_kriging;B20_district_heating,1,2020,Predictive control of district heating system using multi-stage nonlinear approximation with selective memory,Energies,10.3390/en13246714,6,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Reis2025,B12_bayes_accel,B12_bayes_accel;B25_moo_algorithms_nsga,1,2025,Symmetry-Guided Surrogate-Assisted NSGA-II for Multi-Objective Optimization of Renewable Energy Systems,Symmetry,10.3390/sym17081367,5,A,,Advanced Multi-Objective Optimization Algorithms,surrogate_esm_tier_a
Chaudhry2024,B03_pce_response_surface,B03_pce_response_surface;B15_uncertainty;B20_district_heating;B24_stochastic_robust,1,2024,Improving the potential of fifth-generation district heating and cooling networks through robust design and operational optimization under future energy market and demand uncertainties,Energy and Buildings,10.1016/j.enbuild.2024.114998,5,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Perera2017187,B21_mes_sector_coupling,B21_mes_sector_coupling;B23_moo_design,1,2017,Optimum design of distributed energy hubs using hybrid surrogate models (HSM),Energy Procedia,10.1016/j.egypro.2017.07.343,5,A,,Hybrid Renewable Energy Systems,moo_mes_focus;surrogate_esm_tier_a
Du2025,B15_uncertainty,B15_uncertainty;B20_district_heating,1,2025,Development of a robust data-driven surrogate model to improve energy flexibility of an integrated district heating system with a thermal storage system,Energy,10.1016/j.energy.2025.138398,4,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Volodina2022,B02_gp_kriging,B02_gp_kriging;B15_uncertainty,1,2022,Propagating uncertainty in a network of energy models,"2022 17th International Conference on Probabilistic Methods Applied to Power Systems, PMAPS 2022",10.1109/pmaps53380.2022.9810635,3,A,,Building Energy and Comfort Optimization,surrogate_esm_tier_a
Shi2024__2,B02_gp_kriging,B02_gp_kriging;B14_decomposition;B21_mes_sector_coupling,1,2024,Load forecasting for regional integrated energy system based on complementary ensemble empirical mode decomposition and multi-model fusion,Applied Energy,10.1016/j.apenergy.2023.122146,2,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Matta2026,B02_gp_kriging,B02_gp_kriging;B10_doe_active_learning;B22_microgrid_hub,1,2026,Designing a near-optimal isolated microgrid using active learning,Electric Power Systems Research,10.1016/j.epsr.2025.112055,1,A,,Microgrid Control and Optimization,surrogate_esm_tier_a
Katkar2025,B02_gp_kriging,B02_gp_kriging;B04_rbf_kernel;B18_opf;B25_moo_algorithms_nsga,1,2025,Ensemble Surrogate Archive-Assisted Artificial Bee Colony-NSGA-II Metaheuristics for Multi-Modal Optimal Power Flow Framework,"2025 IEEE International Conference on Blockchain and Distributed Systems Security, ICBDS 2025",10.1109/icbds67396.2025.11376821,1,A,,Optimal Power Flow Distribution,surrogate_esm_tier_a
Yang2025,B05_tree_ensembles,B05_tree_ensembles;B12_bayes_accel;B19_capacity_expansion,1,2025,Adaptive multi-objective Bayesian optimization approach for capacity planning of the interconnected offshore wind farms,Energy,10.1016/j.energy.2025.138284,0,out,,,surrogate_esm_tier_a
alahmad_enhancing_2025,B23_moo_design,B23_moo_design;B24_stochastic_robust;B25_moo_algorithms_nsga,1,2025,Enhancing renewable energy integration through strategic stochastic optimization planning of distributed energy resources (Wind/{PV}/{SBESS}/{MBESS}) in distribution systems,Energy Strateg. Rev.,10.1016/j.esr.2025.101683,0,,moo_mes,,moo_mes_focus
alahmad_optimizing_2025,B23_moo_design,B23_moo_design;B26_moo_metaheuristics,1,2025,Optimizing renewable energy and green technologies in distribution systems through stochastic planning of distributed energy resources,Energy Convers. Manage. X,10.1016/j.ecmx.2024.100834,0,,moo_mes,,moo_mes_focus
ali_optimizing_2025,B21_mes_sector_coupling,B21_mes_sector_coupling;B23_moo_design;B26_moo_metaheuristics,1,2025,Optimizing Hydrogen Systems and Demand Response for Enhanced Integration of {RES} and {EVs} in Smart Grids,{IEEE} Trans. Smart Grid,10.1109/tsg.2024.3491774,0,,moo_mes,,moo_mes_focus
an_multi-objective_2025,B22_microgrid_hub,B22_microgrid_hub;B23_moo_design;B26_moo_metaheuristics,1,2025,Multi-objective optimization for optimal placement of shared battery energy storage systems in urban energy communities,Sustainable Cities Soc.,10.1016/j.scs.2025.106178,0,,moo_mes,,moo_mes_focus
bagheri_miqcp-based_2025,B06_neural_surrogates,B06_neural_surrogates;B23_moo_design;B26_moo_metaheuristics,1,2025,An {MIQCP}-based multi-objective optimal operation strategy for renewables-integrated smart distribution systems considering transformer loss of life and environmental emissions,Electr Power Syst Res,10.1016/j.epsr.2024.111252,0,,moo_mes,,moo_mes_focus
bendriss_novel_2025,B23_moo_design,B23_moo_design;B26_moo_metaheuristics,1,2025,A novel improved Frilled Lizard algorithm for solving the optimal planning problem of renewable energy sources within distribution grids under uncertainties,Energy Convers. Manage.,10.1016/j.enconman.2024.119465,0,,moo_mes,,moo_mes_focus
chen_multi-objective_2025-1,B21_mes_sector_coupling,B21_mes_sector_coupling;B23_moo_design;B25_moo_algorithms_nsga,1,2025,Multi-objective optimization of multi-energy complementary systems integrated biomass-solar-wind energy utilization in rural areas,Energy Convers. Manage.,10.1016/j.enconman.2024.119241,0,,moo_mes,,moo_mes_focus
cortes-caicedo_multi-objective_2025,B23_moo_design,B23_moo_design;B25_moo_algorithms_nsga,1,2025,A multi-objective optimization approach based on the Non-Dominated Sorting Genetic Algorithm {II} for power coordination in battery energy storage systems for {DC} distribution network applications,J. Energy Storage,10.1016/j.est.2025.115430,0,,moo_mes,,moo_mes_focus
tezer_multi-objective_2025,B21_mes_sector_coupling,B21_mes_sector_coupling;B22_microgrid_hub;B23_moo_design;B25_moo_algorithms_nsga,1,2025,Multi-objective optimization of hybrid renewable energy systems with green hydrogen integration and hybrid storage strategies,Int J Hydrogen Energy,10.1016/j.ijhydene.2025.03.006,0,,moo_mes,,moo_mes_focus
tian_building_2025,B06_neural_surrogates,B06_neural_surrogates;B21_mes_sector_coupling;B23_moo_design;B25_moo_algorithms_nsga,1,2025,Building design and operation multi-objective optimization: Energy costs vs. Emissions,Energy Build.,10.1016/j.enbuild.2024.115225,0,,moo_mes,,moo_mes_focus
abbas_optimal_2024,B14_decomposition,B14_decomposition;B23_moo_design,1,2024,Optimal scheduling and management of grid-connected distributed resources using improved decomposition-based many-objective evolutionary algorithm,{IET} Gener. Transm. Distrib.,10.1049/gtd2.13221,0,,moo_mes,,moo_mes_focus
liang_high_2024,B11_multi_fidelity,B11_multi_fidelity;B21_mes_sector_coupling;B23_moo_design;B26_moo_metaheuristics,1,2024,High fidelity modeling of pumped storage units for optimal operation of a multi-energy co-generation system,J. Clean. Prod.,10.1016/j.jclepro.2024.140773,0,,moo_mes,,moo_mes_focus
malla_sg_optimization_2024,B21_mes_sector_coupling,B21_mes_sector_coupling;B23_moo_design;B26_moo_metaheuristics,1,2024,Optimization of Multi-Energy Systems for Efficient Power-to-X Conversion,{EDP} Sciences,10.1051/e3sconf/202454008003,0,,moo_mes,,moo_mes_focus
arar_tahir_scientific_2023,B22_microgrid_hub,B22_microgrid_hub;B23_moo_design,1,2023,Scientific mapping of optimisation applied to microgrids integrated with renewable energy systems,Int J Electr Power Energy Syst,10.1016/j.ijepes.2022.108698,0,,moo_mes,,moo_mes_focus
batista_optimizing_2023,B21_mes_sector_coupling,B21_mes_sector_coupling;B22_microgrid_hub;B23_moo_design;B26_moo_metaheuristics,1,2023,Optimizing methodologies of hybrid renewable energy systems powered reverse osmosis plants,Renewable Sustainable Energy Rev,10.1016/j.rser.2023.113377,0,,moo_mes,,moo_mes_focus
velasquez_intelligence_2023,B04_rbf_kernel,B04_rbf_kernel;B06_neural_surrogates;B21_mes_sector_coupling;B22_microgrid_hub;B23_moo_design;B26_moo_metaheuristics,1,2023,Intelligence Techniques in Sustainable Energy: Analysis of a Decade of Advances,Energies,10.3390/en16196974,0,,moo_mes,,moo_mes_focus
Prusty2025,B02_gp_kriging,B02_gp_kriging;B22_microgrid_hub,1,2025,An improved moth swarm algorithm based fractional order type-2 fuzzy PID controller for frequency regulation of microgrid system,"Energy Sources, Part A: Recovery, Utilization and Environmental Effects",10.1080/15567036.2022.2038735,40,A,,Frequency Control in Power Systems,surrogate_esm_tier_a
Jia2022553,B04_rbf_kernel,B04_rbf_kernel;B05_tree_ensembles;B06_neural_surrogates;B20_district_heating,1,2022,Developing machine-learning meta-models for high-rise residential district cooling in hot and humid climate,Journal of Building Performance Simulation,10.1080/19401493.2021.2001573,21,A,,Building Energy and Comfort Optimization,surrogate_esm_tier_a
Reynolds2017704,B06_neural_surrogates,B06_neural_surrogates;B20_district_heating,1,2017,A smart heating set point scheduler using an artificial neural network and genetic algorithm,"2017 International Conference on Engineering, Technology and Innovation: Engineering, Technology and Innovation Management Beyond 2020: New Challenges, New Approaches, ICE/ITMC 2017 - Proceedings",10.1109/ice.2017.8279954,14,A,,Building Energy and Comfort Optimization,surrogate_esm_tier_a
Cao2017,B03_pce_response_surface,B03_pce_response_surface;B15_uncertainty;B22_microgrid_hub;B23_moo_design,1,2017,Multi-objective optimization of preplanned microgrid islanding based on stochastic short-term simulation,International Transactions on Electrical Energy Systems,10.1002/etep.2238,9,A,,Optimal Power Flow Distribution,moo_mes_focus;surrogate_esm_tier_a
Simonson202036,B02_gp_kriging,B02_gp_kriging;B15_uncertainty;B20_district_heating,1,2020,Probabilistic Modeling of Thermal Grids using Gaussian Processes,Proceedings of the IEEE Conference on Decision and Control,10.1109/cdc42340.2020.9304284,5,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Bianchi2020244,B02_gp_kriging,B02_gp_kriging;B06_neural_surrogates;B15_uncertainty;B20_district_heating,1,2020,Convolutional Neural Network and Stochastic Variational Gaussian Process for Heating Load Forecasting,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-030-64583-0_23,4,A,,Gaussian Processes and Bayesian Inference,surrogate_esm_tier_a
anoune_microgrid_2025,B22_microgrid_hub,B22_microgrid_hub;B23_moo_design;B26_moo_metaheuristics,1,2025,Microgrid Optimization Using a Developed Model of Genetic Algorithm Under {MATLAB},Springer Nature,10.1007/978-3-031-71914-1_2,0,,moo_mes,,moo_mes_focus
bian_multi-energy_2025,B21_mes_sector_coupling,B21_mes_sector_coupling;B23_moo_design;B25_moo_algorithms_nsga,1,2025,Multi-energy Complementary Planning for Regional Integrated Energy System Considering Flexibility and Economy,Mod. Electr. Power,10.19725/j.cnki.1007-2322.2022.0479,0,,moo_mes,,moo_mes_focus
Wang2021,B02_gp_kriging,B02_gp_kriging;B04_rbf_kernel;B06_neural_surrogates;B21_mes_sector_coupling,1,2021,Short-Term Time Wind Speed Forecasting Based on Spatio-Temporal Geostatistical Approach and Kriging Method,International Journal of Pattern Recognition and Artificial Intelligence,10.1142/s0218001421590254,0,B,,,surrogate_esm_tier_a
salgueiro_multi-objective_2019,B22_microgrid_hub,B22_microgrid_hub;B23_moo_design;B26_moo_metaheuristics,1,2019,Multi-objective Metaheuristics' Challenges in the Optimization of Microgrids Planning and Management,Institute of Electrical and Electronics Engineers Inc,10.1109/chilecon47746.2019.8986864,0,,moo_mes,,moo_mes_focus
Chen2022__2,B06_neural_surrogates,B06_neural_surrogates;B09_decision_focused_l2o;B17_ed_uc,1,2022,OPTIMIZATION OF CORE PARAMETERS BASED ON ARTIFICIAL NEURAL NETWORK SURROGATE MODEL,"International Conference on Nuclear Engineering, Proceedings, ICONE",10.1115/icone29-90511,39,A,,Smart Grid Energy Management,surrogate_esm_tier_a
Guo202115024,B06_neural_surrogates,B06_neural_surrogates;B09_decision_focused_l2o;B17_ed_uc,1,2021,An Alternative Learning-Based Approach for Economic Dispatch in Smart Grid,IEEE Internet of Things Journal,10.1109/jiot.2021.3072840,17,A,,Electric Power System Optimization,surrogate_esm_tier_a
Khayambashi202453,B06_neural_surrogates,B06_neural_surrogates;B11_multi_fidelity;B15_uncertainty;B18_opf;B24_stochastic_robust,1,2024,HYBRID CHANCE-CONSTRAINED OPTIMAL POWER FLOW UNDER LOAD AND RENEWABLE GENERATION UNCERTAINTY USING ENHANCED MULTI-FIDELITY GRAPH NEURAL NETWORKS,Journal of Machine Learning for Modeling and Computing,10.1615/jmachlearnmodelcomput.2024054885,10,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Ren20252375,B08_hybrid_pinn,B08_hybrid_pinn;B12_bayes_accel;B18_opf,1,2025,Hybrid Model-Driven and Data-Driven Surrogate-Assisted Method for Transient Stability Preventive Control,IEEE Transactions on Industry Applications,10.1109/tia.2024.3462679,9,A,,Real-time simulation and control systems,surrogate_esm_tier_a
Tian2025,B06_neural_surrogates,B06_neural_surrogates;B09_decision_focused_l2o;B17_ed_uc,1,2025,EDformer family: End-to-end multi-task load forecasting frameworks for day-ahead economic dispatch,Applied Energy,10.1016/j.apenergy.2025.125319,7,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Yang2024,B03_pce_response_surface,B03_pce_response_surface;B17_ed_uc,1,2024,A Day-Ahead Economic Dispatch Method for Renewable Energy Systems Considering Flexibility Supply and Demand Balancing Capabilities,Energies,10.3390/en17215427,6,A,,Smart Grid Energy Management,surrogate_esm_tier_a
Cestero2025,B06_neural_surrogates,B06_neural_surrogates;B08_hybrid_pinn;B18_opf,1,2025,Optimizing energy management of smart grid using reinforcement learning aided by surrogate models built using physics-informed neural networks,Applied Energy,10.1016/j.apenergy.2025.126750,4,A,,Model Reduction and Neural Networks,surrogate_esm_tier_a
Lei2022,B07_constraint_aware,B07_constraint_aware;B15_uncertainty;B24_stochastic_robust,1,2022,Data-driven assisted chance-constrained energy and reserve scheduling with wind curtailment,Applied Energy,10.1016/j.apenergy.2022.119291,14,A,,Electric Power System Optimization,surrogate_esm_tier_a
Giorgetti2020,B02_gp_kriging,B02_gp_kriging;B12_bayes_accel;B15_uncertainty;B24_stochastic_robust,1,2020,Surrogate-Assisted Modeling and Robust Optimization of a Micro Gas Turbine Plant with Carbon Capture,Journal of Engineering for Gas Turbines and Power,10.1115/1.4044491,14,A,,Advanced Multi-Objective Optimization Algorithms,surrogate_esm_tier_a
Amaral20251156,B19_capacity_expansion,B19_capacity_expansion,1,2025,Adaptive metamodeling-based simulation optimisation,Journal of the Operational Research Society,10.1080/01605682.2024.2415474,1,A,,Simulation Techniques and Applications,surrogate_esm_tier_a
Shi2026,B02_gp_kriging,B02_gp_kriging;B05_tree_ensembles;B19_capacity_expansion,1,2026,Wind-Solar-Storage Transmission Expansion Planning With Reinforcement Learning Framework Based on Gaussian Process Regression,IET Renewable Power Generation,10.1049/rpg2.70213,0,B,,,surrogate_esm_tier_a
