bucket_id,bucket_label,section,cite_key,year,cited_by_count,title
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Wu2021,2021,38,Optimal bidding and scheduling of AA-CAES based energy hub considering cascaded consumption of heat
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Karamichailidou20212137,2021,143,Wind turbine power curve modeling using radial basis function neural networks and tabu search
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Zeng2017175,2017,198,A switching delayed PSO optimized extreme learning machine for short-term load forecasting
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Li2020,2020,0,Short-term wind power forecasting based on support vector machine with improved dragonfly algorithm
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Sánchez-Zabala2024,2024,16,Building energy performance metamodels for district energy management optimisation platforms
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Khalid20241959,2024,41,A novel computational paradigm for scheduling of hybrid energy networks considering renewable uncertainty limitations
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Guan2025,2025,0,Optimization of energy management strategy for a novel electric-hydraulic vehicle based on NSGA-III genetic algorithm
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Sun20191497,2019,53,A two-step short-term probabilistic wind forecasting methodology based on predictive distribution optimization
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Abedinia20161511,2016,70,Short-term load forecast of electrical power system by radial basis function neural network and new stochastic search algorithm
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Ullah20255970,2025,6,Optimized Neuro-Adaptive Third-Order Sliding Mode Control With High-Gain Differentiator for Enhanced Photovoltaic System Performance: Simulation and Experimental Validation
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Mahapatra2022721,2022,22,Constrained optimal power flow and optimal TCSC allocation using hybrid cuckoo search and ant lion optimizer
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Mahapatra20161921,2016,22,Hybrid technique for optimal location and cost sizing of thyristor controlled series compensator to upgrade voltage stability
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Wu2021__2,2021,38,Hybrid Improved Bird Swarm Algorithm with Extreme Learning Machine for Short-Term Power Prediction in Photovoltaic Power Generation System
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Zhang20203731,2020,17,Two-Stage Optimal Operation Strategy of Isolated Microgrid with TSK Fuzzy Identification of Supply Security
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Venkatakrishnan2022,2022,8,Optimally manage the energy between electric vehicle charging stations and electricity distribution system: A hybrid technique
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Prasad2025,2025,4,Active and Reactive Power Control in Three-Phase Grid-Connected Electric Vehicles using Zebra Optimization Algorithm and Multimodal Adaptive Spatio-Temporal Graph Neural Network
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Goudarzi2017667,2017,18,Smart real-time scheduling of generating units in an electricity market considering environmental aspects and physical constraints of generators
B05_tree_ensembles,"Tree ensembles (RF, gradient boosting)",Sec. 3.4,Li2023,2023,28,A novel method of creating machine learning-based time series meta-models for building energy analysis
B05_tree_ensembles,"Tree ensembles (RF, gradient boosting)",Sec. 3.4,Petrova2025,2025,8,Thermal interference in aquifer thermal energy storage: Insights from stochastic surrogate modelling of well placement
B05_tree_ensembles,"Tree ensembles (RF, gradient boosting)",Sec. 3.4,Amoedo2023929,2023,2,A genetic algorithm-active learning approach in energy systems optimization
B05_tree_ensembles,"Tree ensembles (RF, gradient boosting)",Sec. 3.4,Wu2024391,2024,33,Synergistic Integration of Machine Learning and Mathematical Optimization for Unit Commitment
B05_tree_ensembles,"Tree ensembles (RF, gradient boosting)",Sec. 3.4,Li2023__2,2023,28,Learning to Optimize Distributed Optimization: ADMM-based DC-OPF Case Study
B05_tree_ensembles,"Tree ensembles (RF, gradient boosting)",Sec. 3.4,Li2023__3,2023,28,Physics-model-free heat-electricity energy management of multiple microgrids based on surrogate model-enabled multi-agent deep reinforcement learning
B05_tree_ensembles,"Tree ensembles (RF, gradient boosting)",Sec. 3.4,Ghosh2023,2023,17,Decomposition-Transformation Assisted Optimized Heterogeneous Classification Strategy in NILM
B05_tree_ensembles,"Tree ensembles (RF, gradient boosting)",Sec. 3.4,Yang2025,2025,0,Adaptive multi-objective Bayesian optimization approach for capacity planning of the interconnected offshore wind farms
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Perera2019191,2019,104,Machine learning methods to assist energy system optimization
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Wu2022231,2022,86,Deep Learning to Optimize: Security-Constrained Unit Commitment with Uncertain Wind Power Generation and BESSs
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Chen20244723,2024,44,End-to-End Feasible Optimization Proxies for Large-Scale Economic Dispatch
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Chen2022,2022,39,Learning optimization proxies for large-scale Security-Constrained Economic Dispatch
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Xu20223066,2022,30,E2DNet: An Ensembling Deep Neural Network for Solving Nonconvex Economic Dispatch in Smart Grid
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Park2019,2019,123,Physics-induced graph neural network: An application to wind-farm power estimation
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Su2022315,2022,65,Deep Belief Network Enabled Surrogate Modeling for Fast Preventive Control of Power System Transient Stability
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Thrampoulidis2021,2021,118,A machine learning-based surrogate model to approximate optimal building retrofit solutions
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Hirvonen2017323,2017,18,Neural network metamodelling in multi-objective optimization of a high latitude solar community
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Guo20222057,2022,43,Training Deep Neural Network for Optimal Power Allocation in Islanded Microgrid Systems: A Distributed Learning-Based Approach
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Li202359995,2023,20,Learning to Solve Optimization Problems With Hard Linear Constraints
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Pang2023,2023,20,A Surrogate-Assisted Adaptive Bat Algorithm for Large-Scale Economic Dispatch
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Srithapon202134395,2021,44,Surrogate-Assisted Multi-Objective Probabilistic Optimal Power Flow for Distribution Network with Photovoltaic Generation and Electric Vehicles
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Jahangiri2023,2023,7,A Deep Learning Approach for Exploring the Design Space for the Decarbonization of the Canadian Electricity System
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Reynolds2017704,2017,14,A smart heating set point scheduler using an artificial neural network and genetic algorithm
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Jalving2023,2023,28,Beyond price taker: Conceptual design and optimization of integrated energy systems using machine learning market surrogates
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Sun2020,2020,70,Optimal carbon storage reservoir management through deep reinforcement learning
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Zhang2022,2022,38,Model-based fully coupled propulsion-aerodynamics optimization for hybrid electric aircraft energy management strategy
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Taghizadeh2024,2024,19,Multi-fidelity graph neural networks for efficient power flow analysis under high-dimensional demand and renewable generation uncertainty
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Khayambashi202453,2024,10,HYBRID CHANCE-CONSTRAINED OPTIMAL POWER FLOW UNDER LOAD AND RENEWABLE GENERATION UNCERTAINTY USING ENHANCED MULTI-FIDELITY GRAPH NEURAL NETWORKS
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Subedi2026157,2026,0,Dynamic Validation of CNN-Based Surrogate Models for Inverter-Based Resources in Open-Source Solvers
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Liu20242534,2024,12,More Efficient Energy Management for Hybrid AC/DC Microgrids with Hard Constrained Neural Network-Based Conversion Loss Surrogate Models
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Kaewdornhan2022130373,2022,20,Electric Distribution Network with Multi-Microgrids Management Using Surrogate-Assisted Deep Reinforcement Learning Optimization
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Zhang2022__2,2022,38,Development and comparative selection of surrogate models using artificial neural network for an integrated regenerative transcritical cycle
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Chaturvedi2024149,2024,41,Reinforcement Learning-Based Integrated Control to Improve the Efficiency of DC Microgrids
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Yakubu2025,2025,19,"Modeling, optimization, and thermal management strategies of hydrogen fuel cell systems"
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Bian202224179,2022,19,"Energy, exergy, economy analysis, and multi-objective optimization of a novel integrated energy system by combining artificial neural network and whale optimization algorithm"
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,tian_building_2025,2025,0,Building design and operation multi-objective optimization: Energy costs vs. Emissions
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,bagheri_miqcp-based_2025,2025,0,An {MIQCP}-based multi-objective optimal operation strategy for renewables-integrated smart distribution systems considering transformer loss of life and environmental emissions
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Franzoso2025,2025,11,Deep reinforcement learning as a tool for the analysis and optimization of energy flows in multi-energy systems
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Tian2025,2025,7,EDformer family: End-to-end multi-task load forecasting frameworks for day-ahead economic dispatch
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Cestero2025,2025,4,Optimizing energy management of smart grid using reinforcement learning aided by surrogate models built using physics-informed neural networks
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Moradi2024108,2024,6,Learning to optimize power allocation in cell-free massive MIMO networks with hybrid green energy
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Chen2022__2,2022,39,OPTIMIZATION OF CORE PARAMETERS BASED ON ARTIFICIAL NEURAL NETWORK SURROGATE MODEL
B06_neural_surrogates,Neural surrogates (MLP/CNN/RNN/GNN),Sec. 3.5,Guo202115024,2021,17,An Alternative Learning-Based Approach for Economic Dispatch in Smart Grid
B07_constraint_aware,Constraint-aware / structure-preserving surrogates,Sec. 3.6,Liang20246508,2024,19,Joint Chance-Constrained Unit Commitment: Statistically Feasible Robust Optimization With Learning-to-Optimize Acceleration
B07_constraint_aware,Constraint-aware / structure-preserving surrogates,Sec. 3.6,Chen2023657,2023,29,Deep-Quantile-Regression-Based Surrogate Model for Joint Chance-Constrained Optimal Power Flow with Renewable Generation
B07_constraint_aware,Constraint-aware / structure-preserving surrogates,Sec. 3.6,Lei20247417,2024,10,Surrogate Formulation for Chance-Constrained DC Optimal Power Flow With Affine Control Policy
B07_constraint_aware,Constraint-aware / structure-preserving surrogates,Sec. 3.6,Wang2024__2,2024,30,A method to bridge energy and process system optimization: Identifying the feasible operating space for a methanation process in power-to-gas energy systems
B07_constraint_aware,Constraint-aware / structure-preserving surrogates,Sec. 3.6,Lei2022,2022,14,Data-driven assisted chance-constrained energy and reserve scheduling with wind curtailment
B08_hybrid_pinn,Hybrid and physics-informed surrogates,Sec. 3.7,Lu2025740,2025,13,Advanced Probabilistic Transient Stability Assessment for Operational Planning: A Physics-Informed Graphical Learning Approach
B08_hybrid_pinn,Hybrid and physics-informed surrogates,Sec. 3.7,Ren20252375,2025,9,Hybrid Model-Driven and Data-Driven Surrogate-Assisted Method for Transient Stability Preventive Control
B08_hybrid_pinn,Hybrid and physics-informed surrogates,Sec. 3.7,Chi2024,2024,2,Hybrid model-data-driven dynamic VAR planning for wind-penetrated power system using spectral surrogate techniques
B09_decision_focused_l2o,Decision-focused and learning-to-optimize,Sec. 3.8,Yang20251813,2025,6,Energy-efficient edge intelligence for task-dependency MEC power grid networks
B09_decision_focused_l2o,Decision-focused and learning-to-optimize,Sec. 3.8,Rizqi2023,2023,21,Green energy mix modeling under supply uncertainty: Hybrid system dynamics and adaptive PSO approach
B10_doe_active_learning,Design of experiments and active learning,Sec. 4.2-4.3,Priesmann2024,2024,5,Artificial intelligence and design of experiments for resource adequacy assessment in power systems
B10_doe_active_learning,Design of experiments and active learning,Sec. 4.2-4.3,Uhrich2026211,2026,0,A Metamodeling Framework for Accelerated Energy Market Optimization Using Active Learning
B10_doe_active_learning,Design of experiments and active learning,Sec. 4.2-4.3,Karantoumanis2025377,2025,0,Optimizing concentrated solar power plants using adaptive sampling-based derivative-free algorithms
B11_multi_fidelity,Multi-fidelity / transfer learning,Sec. 4.4,Chen2025244,2025,3,Multi-fidelity machine learning with knowledge transfer enhances geothermal energy system design and optimization
B11_multi_fidelity,Multi-fidelity / transfer learning,Sec. 4.4,liang_high_2024,2024,0,High fidelity modeling of pumped storage units for optimal operation of a multi-energy co-generation system
B12_bayes_accel,Bayesian / surrogate-assisted optimization,Sec. 5.2,Zhu2024318,2024,11,Research progress on intelligent optimization techniques for energy-efficient design of ship hull forms: Research progress on intelligent..: S. Zhu et al.
B12_bayes_accel,Bayesian / surrogate-assisted optimization,Sec. 5.2,Aghaei Pour2022303,2022,30,Surrogate assisted interactive multiobjective optimization in energy system design of buildings
B12_bayes_accel,Bayesian / surrogate-assisted optimization,Sec. 5.2,Ma2022737,2022,17,Two-Level Surrogate-Assisted Transient Parameters Design Optimization of a Wound-Field Synchronous Machine
B12_bayes_accel,Bayesian / surrogate-assisted optimization,Sec. 5.2,Reis2025,2025,5,Symmetry-Guided Surrogate-Assisted NSGA-II for Multi-Objective Optimization of Renewable Energy Systems
B12_bayes_accel,Bayesian / surrogate-assisted optimization,Sec. 5.2,Lalitha20231401,2023,8,Multi-objective approach for protection of microgrids using surrogate assisted particle swarm optimization (SAPSO)
B12_bayes_accel,Bayesian / surrogate-assisted optimization,Sec. 5.2,Dong2022197,2022,14,Surrogate-Assisted Cooperation Control of Network-Connected Doubly Fed Induction Generator Wind Farm with Maximized Reactive Power Capacity
B14_decomposition,Surrogate-enabled decomposition,Sec. 5.4,abbas_optimal_2024,2024,0,Optimal scheduling and management of grid-connected distributed resources using improved decomposition-based many-objective evolutionary algorithm
B15_uncertainty,Uncertainty handling with surrogates,Sec. 5.5,Lawson201647,2016,18,Bayesian framework for power network planning under uncertainty
B15_uncertainty,Uncertainty handling with surrogates,Sec. 5.5,Du2025,2025,4,Development of a robust data-driven surrogate model to improve energy flexibility of an integrated district heating system with a thermal storage system
B15_uncertainty,Uncertainty handling with surrogates,Sec. 5.5,Bayani20231024,2023,45,Quantifying the Risk of Wildfire Ignition by Power Lines Under Extreme Weather Conditions
B15_uncertainty,Uncertainty handling with surrogates,Sec. 5.5,Liang2024__3,2024,16,Risk-based distributionally robust optimal dispatch for multiple cascading failures in regional integrated energy system using surrogate modeling
B16_validation,Validation and decision-aware metrics,Sec. 6,Azevedo2021630,2021,11,Influence of model calibration and optimization techniques on the evaluation of thermal comfort and retrofit measures of a Lisbon household using building energy simulation
B17_ed_uc,Economic dispatch and unit commitment,Sec. 7.1,Liang2024__2,2024,16,Expert knowledge data-driven based actor–critic reinforcement learning framework to solve computationally expensive unit commitment problems with uncertain wind energy
B18_opf,Optimal power flow surrogates,Sec. 7.2,De Keyser20179702,2017,27,Convex mapping formulations enabling optimal power split and design of the electric drivetrain in all-electric vehicles
B19_capacity_expansion,Capacity and generation expansion planning,Sec. 7.3,Rodgers2018951,2018,41,Generation expansion planning considering health and societal damages – A simulation-based optimization approach
B19_capacity_expansion,Capacity and generation expansion planning,Sec. 7.3,Jahangiri20244849,2024,8,A machine learning approach to analysis of Canadian provincial power system decarbonization
B19_capacity_expansion,Capacity and generation expansion planning,Sec. 7.3,Amaral20251156,2025,1,Adaptive metamodeling-based simulation optimisation
B19_capacity_expansion,Capacity and generation expansion planning,Sec. 7.3,Zhou2022__2,2022,44,Bi-level framework for microgrid capacity planning under dynamic wireless charging of electric vehicles
B19_capacity_expansion,Capacity and generation expansion planning,Sec. 7.3,Pérez-Uresti2023,2023,25,Strategic investment planning for the hydrogen economy – A mixed integer non-linear framework for the development and capacity expansion of hydrogen supply chain networks
B20_district_heating,District heating and thermal storage,Sec. 7.4,Zhou2024,2024,49,Machine learning-based digital district heating/cooling with renewable integrations and advanced low-carbon transition
B20_district_heating,District heating and thermal storage,Sec. 7.4,Weinberger2018555,2018,7,Investigating influential techno-economic factors for combined heat and power production using optimization and metamodeling
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,Wang2024,2024,30,Numerical assessment and optimization of photovoltaic-based hydrogen-oxygen Co-production energy system: A machine learning and multi-objective strategy
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,Gao2025,2025,9,"Multi-objective optimization and posteriori multi-criteria decision making on an integrative solid oxide fuel cell cooling, heating and power system with semi-empirical model-driven co-simulation"
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,Zheng20231907,2023,48,Distributed Dispatch of Integrated Electricity-Heat Systems With Variable Mass Flow
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,Ren2024,2024,36,Data-driven surrogate optimization for deploying heterogeneous multi-energy storage to improve demand response performance at building cluster level
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,Yin2024,2024,37,Energy management and capacity allocation method of hybrid energy storage system based on port transportation-energy coupling characteristics
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,malla_sg_optimization_2024,2024,0,Optimization of Multi-Energy Systems for Efficient Power-to-X Conversion
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,batista_optimizing_2023,2023,0,Optimizing methodologies of hybrid renewable energy systems powered reverse osmosis plants
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,Ahlström2022596,2022,27,The role of biomass gasification in the future flexible power system – BECCS or CCU?
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,Qi2023,2023,52,Strategies for flexible operation of power-to-X processes coupled with renewables
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,Walden2023,2023,34,"Nonlinear operational optimization of an industrial power-to-heat system with a high temperature heat pump, a thermal energy storage and wind energy"
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,Dong2024,2024,14,Design and optimal scheduling of forecasting-based campus multi-energy complementary energy system
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,Cuzner2018,2018,8,Power Conversion and Distribution Equipment Metamodels for Dependable Design of Shipboard Integrated Power and Energy Systems
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,Perera2017187,2017,5,Optimum design of distributed energy hubs using hybrid surrogate models (HSM)
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,tezer_multi-objective_2025,2025,0,Multi-objective optimization of hybrid renewable energy systems with green hydrogen integration and hybrid storage strategies
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,chen_multi-objective_2025-1,2025,0,Multi-objective optimization of multi-energy complementary systems integrated biomass-solar-wind energy utilization in rural areas
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,bian_multi-energy_2025,2025,0,Multi-energy Complementary Planning for Regional Integrated Energy System Considering Flexibility and Economy
B21_mes_sector_coupling,Multi-energy and sector-coupled systems,Sec. 7.5,ali_optimizing_2025,2025,0,Optimizing Hydrogen Systems and Demand Response for Enhanced Integration of {RES} and {EVs} in Smart Grids
B22_microgrid_hub,"Microgrids, energy hubs and communities",Sec. 7.6,Roth2019214,2019,30,A flexible metamodel architecture for optimal design of Hybrid Renewable Energy Systems (HRES) – Case study of a stand-alone HRES for a factory in tropical island
B22_microgrid_hub,"Microgrids, energy hubs and communities",Sec. 7.6,salgueiro_multi-objective_2019,2019,0,Multi-objective Metaheuristics' Challenges in the Optimization of Microgrids Planning and Management
B22_microgrid_hub,"Microgrids, energy hubs and communities",Sec. 7.6,arar_tahir_scientific_2023,2023,0,Scientific mapping of optimisation applied to microgrids integrated with renewable energy systems
B22_microgrid_hub,"Microgrids, energy hubs and communities",Sec. 7.6,Cao2023__2,2023,47,Co-optimization of multiple virtual power plants considering electricity-heat-carbon trading: A Stackelberg game strategy
B22_microgrid_hub,"Microgrids, energy hubs and communities",Sec. 7.6,an_multi-objective_2025,2025,0,Multi-objective optimization for optimal placement of shared battery energy storage systems in urban energy communities
B22_microgrid_hub,"Microgrids, energy hubs and communities",Sec. 7.6,anoune_microgrid_2025,2025,0,Microgrid Optimization Using a Developed Model of Genetic Algorithm Under {MATLAB}
B23_moo_design,Multi-objective MES design,Sec. 7.7,cortes-caicedo_multi-objective_2025,2025,0,A multi-objective optimization approach based on the Non-Dominated Sorting Genetic Algorithm {II} for power coordination in battery energy storage systems for {DC} distribution network applications
B23_moo_design,Multi-objective MES design,Sec. 7.7,alahmad_enhancing_2025,2025,0,Enhancing renewable energy integration through strategic stochastic optimization planning of distributed energy resources (Wind/{PV}/{SBESS}/{MBESS}) in distribution systems
B23_moo_design,Multi-objective MES design,Sec. 7.7,alahmad_optimizing_2025,2025,0,Optimizing renewable energy and green technologies in distribution systems through stochastic planning of distributed energy resources
B23_moo_design,Multi-objective MES design,Sec. 7.7,bendriss_novel_2025,2025,0,A novel improved Frilled Lizard algorithm for solving the optimal planning problem of renewable energy sources within distribution grids under uncertainties
