cite_key,primary_bucket,all_buckets,mandatory,year,title,venue,doi,cited_by_count,tier,focus,primary_topic,sources
Klemm2021,B01_cornerstone_reviews,B01_cornerstone_reviews;B21_mes_sector_coupling,1,2021,Modeling and optimization of multi-energy systems in mixed-use districts: A review of existing methods and approaches,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2020.110206,0,,,,external_reviews
Fattahi2020,B01_cornerstone_reviews,B01_cornerstone_reviews;B21_mes_sector_coupling,1,2020,A systemic approach to analyze integrated energy system modeling tools: A review of national models,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2020.110195,0,,,,external_reviews
agha_kassab_comprehensive_2024,B01_cornerstone_reviews,B01_cornerstone_reviews;B22_microgrid_hub;B23_moo_design,1,2024,A Comprehensive Review of Sizing and Energy Management Strategies for Optimal Planning of Microgrids with {PV} and Other Renewable Integration,Appl. Sci.,10.3390/app142210479,0,,moo_mes,,moo_mes_focus
nallolla_multi-objective_2023,B01_cornerstone_reviews,B01_cornerstone_reviews;B22_microgrid_hub;B23_moo_design;B26_moo_metaheuristics,1,2023,Multi-Objective Optimization Algorithms for a Hybrid {AC}/{DC} Microgrid Using {RES}: A Comprehensive Review,Electronics (Switzerland),10.3390/electronics12041062,0,,moo_mes,,moo_mes_focus
malla_sg_optimization_2024,B21_mes_sector_coupling,B21_mes_sector_coupling;B23_moo_design;B26_moo_metaheuristics,1,2024,Optimization of Multi-Energy Systems for Efficient Power-to-X Conversion,{EDP} Sciences,10.1051/e3sconf/202454008003,0,,moo_mes,,moo_mes_focus
Li2025_hydrogen,B01_cornerstone_reviews,B01_cornerstone_reviews;B21_mes_sector_coupling;B22_microgrid_hub,1,2025,"A comprehensive review of hydrogen integrated hybrid renewable energy systems: Configurations, models, simulation and optimization with artificial intelligence",Energy Reviews,10.1016/j.enrev.2025.100128,0,,,,external_reviews
salgueiro_multi-objective_2019,B22_microgrid_hub,B22_microgrid_hub;B23_moo_design;B26_moo_metaheuristics,1,2019,Multi-objective Metaheuristics' Challenges in the Optimization of Microgrids Planning and Management,Institute of Electrical and Electronics Engineers Inc,10.1109/chilecon47746.2019.8986864,0,,moo_mes,,moo_mes_focus
ChenRenZhou2023,B01_cornerstone_reviews,B01_cornerstone_reviews,1,2023,Review of multi-objective optimization in long-term energy system models,Global Energy Interconnection,10.1016/j.gloei.2023.11.002,0,,,,external_reviews
Sahoo2025,B01_cornerstone_reviews,B01_cornerstone_reviews;B27_mcdm,1,2025,A Review of Multi-Criteria Decision-Making (MCDM) Applications to Solve Energy Management Problems From 2010-2025: Current State and Future Research,Spectrum of Decision Making and Applications,10.31181/sdmap21202525,0,,,,external_reviews
Etghani2025,B01_cornerstone_reviews,B01_cornerstone_reviews;B06_neural_surrogates,1,2025,Artificial Neural Networks and Taguchi Methods for Energy Systems Optimization: A Comprehensive Review,Energy Engineering,10.32604/ee.2025.070668,0,,,,external_reviews
Zhou2024__2,B01_cornerstone_reviews,B01_cornerstone_reviews;B20_district_heating,1,2024,Renewable-storage sizing approaches for centralized and distributed renewable energy—A state-of-the-art review,Journal of Energy Storage,10.1016/j.est.2024.113688,49,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
vahidinasab_overview_2020,B01_cornerstone_reviews,B01_cornerstone_reviews;B19_capacity_expansion;B21_mes_sector_coupling;B23_moo_design;B26_moo_metaheuristics,1,2020,Overview of Electric Energy Distribution Networks Expansion Planning,{IEEE} Access,10.1109/access.2020.2973455,0,,moo_mes,,moo_mes_focus
Conti2026,B01_cornerstone_reviews,B01_cornerstone_reviews;B12_bayes_accel,1,2026,Optimization Strategies for Large-Scale PV Integration in Smart Distribution Networks: A Review,Energies,10.3390/en19051191,0,A,,Optimal Power Flow Distribution,surrogate_esm_tier_a
arar_tahir_scientific_2023,B22_microgrid_hub,B22_microgrid_hub;B23_moo_design,1,2023,Scientific mapping of optimisation applied to microgrids integrated with renewable energy systems,Int J Electr Power Energy Syst,10.1016/j.ijepes.2022.108698,0,,moo_mes,,moo_mes_focus
batista_optimizing_2023,B21_mes_sector_coupling,B21_mes_sector_coupling;B22_microgrid_hub;B23_moo_design;B26_moo_metaheuristics,1,2023,Optimizing methodologies of hybrid renewable energy systems powered reverse osmosis plants,Renewable Sustainable Energy Rev,10.1016/j.rser.2023.113377,0,,moo_mes,,moo_mes_focus
velasquez_intelligence_2023,B04_rbf_kernel,B04_rbf_kernel;B06_neural_surrogates;B21_mes_sector_coupling;B22_microgrid_hub;B23_moo_design;B26_moo_metaheuristics,1,2023,Intelligence Techniques in Sustainable Energy: Analysis of a Decade of Advances,Energies,10.3390/en16196974,0,,moo_mes,,moo_mes_focus
Lin2023,B02_gp_kriging,B02_gp_kriging;B12_bayes_accel,1,2023,Data-driven method of solving computationally expensive combined economic/emission dispatch problems in large-scale power systems: an improved kriging-assisted optimization approach,Frontiers in Energy Research,10.3389/fenrg.2023.1273760,9,A,,Electric Power System Optimization,surrogate_esm_tier_a
Dullinger20181646,B04_rbf_kernel,B04_rbf_kernel;B17_ed_uc,1,2018,A general approach for mixed-integer predictive control of HVAC systems using MILP,Applied Thermal Engineering,10.1016/j.applthermaleng.2017.09.104,39,A,,Advanced Control Systems Optimization,surrogate_esm_tier_a
Wu2021,B04_rbf_kernel,B04_rbf_kernel;B18_opf;B21_mes_sector_coupling,1,2021,Optimal bidding and scheduling of AA-CAES based energy hub considering cascaded consumption of heat,Energy,10.1016/j.energy.2021.121133,38,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Hu2021671,B02_gp_kriging,B02_gp_kriging;B15_uncertainty;B17_ed_uc,1,2021,A Bayesian Approach for Estimating Uncertainty in Stochastic Economic Dispatch Considering Wind Power Penetration,IEEE Transactions on Sustainable Energy,10.1109/tste.2020.3015353,33,A,,Electric Power System Optimization,surrogate_esm_tier_a
Sun2020,B06_neural_surrogates,B06_neural_surrogates,1,2020,Optimal carbon storage reservoir management through deep reinforcement learning,Applied Energy,10.1016/j.apenergy.2020.115660,70,A,,Reservoir Engineering and Simulation Methods,surrogate_esm_tier_a
Torun20192128,B02_gp_kriging,B02_gp_kriging;B03_pce_response_surface,1,2019,High-Dimensional Global Optimization Method for High-Frequency Electronic Design,IEEE Transactions on Microwave Theory and Techniques,10.1109/tmtt.2019.2915298,140,A,,Advanced Multi-Objective Optimization Algorithms,surrogate_esm_tier_a
Meng20191219,B03_pce_response_surface,B03_pce_response_surface,1,2019,Structural reliability analysis and uncertainties-based collaborative design and optimization of turbine blades using surrogate model,Fatigue and Fracture of Engineering Materials and Structures,10.1111/ffe.12906,156,A,,Probabilistic and Robust Engineering Design,surrogate_esm_tier_a
Zhang2019270,B02_gp_kriging,B02_gp_kriging;B06_neural_surrogates,1,2019,Wind speed prediction method using Shared Weight Long Short-Term Memory Network and Gaussian Process Regression,Applied Energy,10.1016/j.apenergy.2019.04.047,301,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Babaeiyazdi2021,B02_gp_kriging,B02_gp_kriging,1,2021,State of charge prediction of EV Li-ion batteries using EIS: A machine learning approach,Energy,10.1016/j.energy.2021.120116,267,A,,Advanced Battery Technologies Research,surrogate_esm_tier_a
Kong2021,B02_gp_kriging,B02_gp_kriging,1,2021,Voltage-temperature health feature extraction to improve prognostics and health management of lithium-ion batteries,Energy,10.1016/j.energy.2021.120114,195,A,,Advanced Battery Technologies Research,surrogate_esm_tier_a
Karamichailidou20212137,B04_rbf_kernel,B04_rbf_kernel;B06_neural_surrogates,1,2021,Wind turbine power curve modeling using radial basis function neural networks and tabu search,Renewable Energy,10.1016/j.renene.2020.10.020,143,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Zeng2017175,B04_rbf_kernel,B04_rbf_kernel;B06_neural_surrogates,1,2017,A switching delayed PSO optimized extreme learning machine for short-term load forecasting,Neurocomputing,10.1016/j.neucom.2017.01.090,198,A,,Machine Learning and ELM,surrogate_esm_tier_a
Li2020,B04_rbf_kernel,B04_rbf_kernel,1,2020,Short-term wind power forecasting based on support vector machine with improved dragonfly algorithm,Journal of Cleaner Production,10.1016/j.jclepro.2019.118447,0,out,,,surrogate_esm_tier_a
Alkesaiberi2022,B01_cornerstone_reviews,B01_cornerstone_reviews;B02_gp_kriging;B04_rbf_kernel,1,2022,Efficient Wind Power Prediction Using Machine Learning Methods: A Comparative Study,Energies,10.3390/en15072327,141,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Zhang2022,B06_neural_surrogates,B06_neural_surrogates;B21_mes_sector_coupling;B23_moo_design,1,2022,Model-based fully coupled propulsion-aerodynamics optimization for hybrid electric aircraft energy management strategy,Energy,10.1016/j.energy.2022.123239,38,A,,Advanced Aircraft Design and Technologies,surrogate_esm_tier_a
Zhu2024318,B12_bayes_accel,B12_bayes_accel,1,2024,Research progress on intelligent optimization techniques for energy-efficient design of ship hull forms: Research progress on intelligent..: S. Zhu et al.,Journal of Membrane Computing,10.1007/s41965-024-00169-6,11,A,,Advanced Multi-Objective Optimization Algorithms,surrogate_esm_tier_a
Alquthami202248419,B01_cornerstone_reviews,B01_cornerstone_reviews;B04_rbf_kernel;B05_tree_ensembles;B06_neural_surrogates,1,2022,A Performance Comparison of Machine Learning Algorithms for Load Forecasting in Smart Grid,IEEE Access,10.1109/access.2022.3171270,96,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Gbémou2021,B01_cornerstone_reviews,B01_cornerstone_reviews;B02_gp_kriging;B04_rbf_kernel;B06_neural_surrogates;B17_ed_uc,1,2021,A comparative study of machine learning-based methods for global horizontal irradiance forecasting,Energies,10.3390/en14113192,43,A,,Solar Radiation and Photovoltaics,surrogate_esm_tier_a
Sánchez-Zabala2024,B04_rbf_kernel,B04_rbf_kernel;B05_tree_ensembles;B20_district_heating,1,2024,Building energy performance metamodels for district energy management optimisation platforms,Energy Conversion and Management: X,10.1016/j.ecmx.2023.100512,16,A,,Building Energy and Comfort Optimization,surrogate_esm_tier_a
Bianchi2020244,B02_gp_kriging,B02_gp_kriging;B06_neural_surrogates;B15_uncertainty;B20_district_heating,1,2020,Convolutional Neural Network and Stochastic Variational Gaussian Process for Heating Load Forecasting,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-030-64583-0_23,4,A,,Gaussian Processes and Bayesian Inference,surrogate_esm_tier_a
Du2025,B15_uncertainty,B15_uncertainty;B20_district_heating,1,2025,Development of a robust data-driven surrogate model to improve energy flexibility of an integrated district heating system with a thermal storage system,Energy,10.1016/j.energy.2025.138398,4,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Reich2020,B02_gp_kriging,B02_gp_kriging;B20_district_heating,1,2020,Predictive control of district heating system using multi-stage nonlinear approximation with selective memory,Energies,10.3390/en13246714,6,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Chaudhry2024,B03_pce_response_surface,B03_pce_response_surface;B15_uncertainty;B20_district_heating;B24_stochastic_robust,1,2024,Improving the potential of fifth-generation district heating and cooling networks through robust design and operational optimization under future energy market and demand uncertainties,Energy and Buildings,10.1016/j.enbuild.2024.114998,5,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Lu201991827,B03_pce_response_surface,B03_pce_response_surface;B15_uncertainty;B17_ed_uc;B24_stochastic_robust,1,2019,Stochastic Optimization of Economic Dispatch with Wind and Photovoltaic Energy Using the Nested Sparse Grid-Based Stochastic Collocation Method,IEEE Access,10.1109/access.2019.2927023,13,A,,Electric Power System Optimization,surrogate_esm_tier_a
Engelmann20186188,B03_pce_response_surface,B03_pce_response_surface;B15_uncertainty;B18_opf,1,2018,Distributed Stochastic AC Optimal Power Flow based on Polynomial Chaos Expansion,Proceedings of the American Control Conference,10.23919/acc.2018.8431090,15,A,,Optimal Power Flow Distribution,surrogate_esm_tier_a
Muhlpfordt20174490,B03_pce_response_surface,B03_pce_response_surface;B18_opf,1,2017,Solving optimal power flow with non-Gaussian uncertainties via polynomial chaos expansion,"2017 IEEE 56th Annual Conference on Decision and Control, CDC 2017",10.1109/cdc.2017.8264321,28,A,,Probabilistic and Robust Engineering Design,surrogate_esm_tier_a
El Mestari2025,B03_pce_response_surface,B03_pce_response_surface;B10_doe_active_learning,1,2025,Tuning Parameters of Genetic Algorithms for Wind Farm Optimization Using the Design of Experiments Method,Sustainability (Switzerland),10.3390/su17073011,10,A,,Wind Energy Research and Development,surrogate_esm_tier_a
Priesmann2024,B10_doe_active_learning,B10_doe_active_learning,1,2024,Artificial intelligence and design of experiments for resource adequacy assessment in power systems,Energy Strategy Reviews,10.1016/j.esr.2024.101368,5,A,,Power System Reliability and Maintenance,surrogate_esm_tier_a
Deodhar2018,B03_pce_response_surface,B03_pce_response_surface;B10_doe_active_learning,1,2018,Experimentally Infused Plant and Controller Optimization Using Iterative Design of Experiments - Theoretical Framework and Airborne Wind Energy Case Study,"Journal of Dynamic Systems, Measurement and Control, Transactions of the ASME",10.1115/1.4037014,6,A,,Aerospace Engineering and Energy Systems,surrogate_esm_tier_a
Granacher20221573,B02_gp_kriging,B02_gp_kriging;B10_doe_active_learning,1,2022,Active learning for multi-objective optimization of processes and energy systems,Computer Aided Chemical Engineering,10.1016/b978-0-323-85159-6.50262-1,1,A,,Process Optimization and Integration,surrogate_esm_tier_a
Matta2026,B02_gp_kriging,B02_gp_kriging;B10_doe_active_learning;B22_microgrid_hub,1,2026,Designing a near-optimal isolated microgrid using active learning,Electric Power Systems Research,10.1016/j.epsr.2025.112055,1,A,,Microgrid Control and Optimization,surrogate_esm_tier_a
Amoedo2023929,B05_tree_ensembles,B05_tree_ensembles;B06_neural_surrogates;B10_doe_active_learning,1,2023,A genetic algorithm-active learning approach in energy systems optimization,Computer Aided Chemical Engineering,10.1016/b978-0-443-15274-0.50148-7,2,A,,Advanced Multi-Objective Optimization Algorithms,surrogate_esm_tier_a
Zhang2025__6,B02_gp_kriging,B02_gp_kriging;B10_doe_active_learning,1,2025,MLMC-based Resource Adequacy Assessment with Active Learning Trained Surrogate Models,IEEE PES Innovative Smart Grid Technologies Conference Europe,10.1109/isgteurope64741.2025.11304770,2,A,,Electric Motor Design and Analysis,surrogate_esm_tier_a
Wu2024391,B05_tree_ensembles,B05_tree_ensembles;B06_neural_surrogates;B17_ed_uc,1,2024,Synergistic Integration of Machine Learning and Mathematical Optimization for Unit Commitment,IEEE Transactions on Power Systems,10.1109/tpwrs.2023.3240106,33,A,,Optimal Power Flow Distribution,surrogate_esm_tier_a
Taghizadeh2024,B06_neural_surrogates,B06_neural_surrogates;B11_multi_fidelity;B15_uncertainty,1,2024,Multi-fidelity graph neural networks for efficient power flow analysis under high-dimensional demand and renewable generation uncertainty,Electric Power Systems Research,10.1016/j.epsr.2024.111014,19,A,,Optimal Power Flow Distribution,surrogate_esm_tier_a
Khayambashi202453,B06_neural_surrogates,B06_neural_surrogates;B11_multi_fidelity;B15_uncertainty;B18_opf;B24_stochastic_robust,1,2024,HYBRID CHANCE-CONSTRAINED OPTIMAL POWER FLOW UNDER LOAD AND RENEWABLE GENERATION UNCERTAINTY USING ENHANCED MULTI-FIDELITY GRAPH NEURAL NETWORKS,Journal of Machine Learning for Modeling and Computing,10.1615/jmachlearnmodelcomput.2024054885,10,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Chen2025244,B11_multi_fidelity,B11_multi_fidelity;B12_bayes_accel,1,2025,Multi-fidelity machine learning with knowledge transfer enhances geothermal energy system design and optimization,Advances in Geo-Energy Research,10.46690/ager.2025.06.05,3,A,,Geothermal Energy Systems and Applications,surrogate_esm_tier_a
Morakinyo201973,B02_gp_kriging,B02_gp_kriging;B11_multi_fidelity,1,2019,Estimates of the impact of extreme heat events on cooling energy demand in Hong Kong,Renewable Energy,10.1016/j.renene.2019.04.077,93,A,,Urban Heat Island Mitigation,surrogate_esm_tier_a
Valladares2022,B02_gp_kriging,B02_gp_kriging;B11_multi_fidelity,1,2022,Gaussian process-based prognostics of lithium-ion batteries and design optimization of cathode active materials,Journal of Power Sources,10.1016/j.jpowsour.2022.231026,33,A,,Advanced Battery Technologies Research,surrogate_esm_tier_a
Chen202514792,B02_gp_kriging,B02_gp_kriging;B06_neural_surrogates;B11_multi_fidelity,1,2025,A Scalable Recurrent Structure with Fast Transfer Learning for Lithium-Ion Battery State of Charge Estimation at Different Ambient Temperatures,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2025.3580152,1,A,,Advanced Battery Technologies Research,surrogate_esm_tier_a
De Castro20247710,B02_gp_kriging,B02_gp_kriging;B11_multi_fidelity,1,2024,Multi-Fidelity Reinforcement Learning for Minimum Energy Trajectory Planning,IEEE International Conference on Intelligent Robots and Systems,10.1109/iros58592.2024.10801931,1,A,,Transportation and Mobility Innovations,surrogate_esm_tier_a
Hu2024,B02_gp_kriging,B02_gp_kriging;B06_neural_surrogates;B15_uncertainty,1,2024,Probabilistic net load forecasting based on transformer network and Gaussian process-enabled residual modeling learning method,Renewable Energy,10.1016/j.renene.2024.120253,52,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Bayani20231024,B15_uncertainty,B15_uncertainty,1,2023,Quantifying the Risk of Wildfire Ignition by Power Lines Under Extreme Weather Conditions,IEEE Systems Journal,10.1109/jsyst.2022.3188300,45,A,,Fire effects on ecosystems,surrogate_esm_tier_a
Subedi2026157,B06_neural_surrogates,B06_neural_surrogates;B16_validation,1,2026,Dynamic Validation of CNN-Based Surrogate Models for Inverter-Based Resources in Open-Source Solvers,IEEE Open Access Journal of Power and Energy,10.1109/oajpe.2026.3666455,0,A,,Model Reduction and Neural Networks,surrogate_esm_tier_a
Khalid20241959,B04_rbf_kernel,B04_rbf_kernel;B06_neural_surrogates;B15_uncertainty,1,2024,A novel computational paradigm for scheduling of hybrid energy networks considering renewable uncertainty limitations,Energy Reports,10.1016/j.egyr.2024.01.047,41,A,,Electric Power System Optimization,surrogate_esm_tier_a
Liu20242534,B06_neural_surrogates,B06_neural_surrogates;B17_ed_uc;B18_opf;B22_microgrid_hub,1,2024,More Efficient Energy Management for Hybrid AC/DC Microgrids with Hard Constrained Neural Network-Based Conversion Loss Surrogate Models,IEEE Transactions on Smart Grid,10.1109/tsg.2023.3342101,12,A,,Microgrid Control and Optimization,surrogate_esm_tier_a
Chakrabarty2021,B02_gp_kriging,B02_gp_kriging;B12_bayes_accel;B16_validation,1,2021,Scalable Bayesian optimization for model calibration: Case study on coupled building and HVAC dynamics,Energy and Buildings,10.1016/j.enbuild.2021.111460,58,A,,Building Energy and Comfort Optimization,surrogate_esm_tier_a
Aghaei Pour2022303,B12_bayes_accel,B12_bayes_accel,1,2022,Surrogate assisted interactive multiobjective optimization in energy system design of buildings,Optimization and Engineering,10.1007/s11081-020-09587-8,30,A,,Advanced Multi-Objective Optimization Algorithms,surrogate_esm_tier_a
Palm2022,B02_gp_kriging,B02_gp_kriging;B12_bayes_accel,1,2022,Gaussian Process Regression Based Multi-Objective Bayesian Optimization for Power System Design,Sustainability (Switzerland),10.3390/su141912777,17,A,,Advanced Multi-Objective Optimization Algorithms,surrogate_esm_tier_a
Kaewdornhan2022130373,B06_neural_surrogates,B06_neural_surrogates;B12_bayes_accel;B22_microgrid_hub,1,2022,Electric Distribution Network with Multi-Microgrids Management Using Surrogate-Assisted Deep Reinforcement Learning Optimization,IEEE Access,10.1109/access.2022.3229127,20,A,,Smart Grid Energy Management,surrogate_esm_tier_a
Ma2022737,B12_bayes_accel,B12_bayes_accel,1,2022,Two-Level Surrogate-Assisted Transient Parameters Design Optimization of a Wound-Field Synchronous Machine,IEEE Transactions on Energy Conversion,10.1109/tec.2021.3110095,17,A,,Electric Motor Design and Analysis,surrogate_esm_tier_a
Baheri2017131,B02_gp_kriging,B02_gp_kriging;B12_bayes_accel,1,2017,Real-time control using Bayesian optimization: A case study in airborne wind energy systems,Control Engineering Practice,10.1016/j.conengprac.2017.09.007,35,A,,Aerospace Engineering and Energy Systems,surrogate_esm_tier_a
Baheri20171365,B02_gp_kriging,B02_gp_kriging;B12_bayes_accel,1,2017,Altitude optimization of Airborne Wind Energy systems: A Bayesian Optimization approach,Proceedings of the American Control Conference,10.23919/acc.2017.7963143,22,A,,Aerospace Engineering and Energy Systems,surrogate_esm_tier_a
Ceylan2020944,B02_gp_kriging,B02_gp_kriging;B04_rbf_kernel;B12_bayes_accel,1,2020,Assessment of agricultural energy consumption of Turkey by MLR and Bayesian optimized SVR and GPR models,Journal of Forecasting,10.1002/for.2673,35,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Zang2023813,B03_pce_response_surface,B03_pce_response_surface;B25_moo_algorithms_nsga,1,2023,Multiobjective Optimization and Multiphysics Design of a 5 MW High-Speed IPMSM Used in FESS Based on NSGA-II,IEEE Transactions on Energy Conversion,10.1109/tec.2022.3226872,19,A,,Electric Motor Design and Analysis,surrogate_esm_tier_a
Reis2025,B12_bayes_accel,B12_bayes_accel;B25_moo_algorithms_nsga,1,2025,Symmetry-Guided Surrogate-Assisted NSGA-II for Multi-Objective Optimization of Renewable Energy Systems,Symmetry,10.3390/sym17081367,5,A,,Advanced Multi-Objective Optimization Algorithms,surrogate_esm_tier_a
Katkar2025,B02_gp_kriging,B02_gp_kriging;B04_rbf_kernel;B18_opf;B25_moo_algorithms_nsga,1,2025,Ensemble Surrogate Archive-Assisted Artificial Bee Colony-NSGA-II Metaheuristics for Multi-Modal Optimal Power Flow Framework,"2025 IEEE International Conference on Blockchain and Distributed Systems Security, ICBDS 2025",10.1109/icbds67396.2025.11376821,1,A,,Optimal Power Flow Distribution,surrogate_esm_tier_a
Guan2025,B04_rbf_kernel,B04_rbf_kernel;B25_moo_algorithms_nsga,1,2025,Optimization of energy management strategy for a novel electric-hydraulic vehicle based on NSGA-III genetic algorithm,"Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering",10.1177/09544070251390007,0,A,,Electric and Hybrid Vehicle Technologies,surrogate_esm_tier_a
Li2023__2,B05_tree_ensembles,B05_tree_ensembles;B09_decision_focused_l2o;B14_decomposition;B18_opf,1,2023,Learning to Optimize Distributed Optimization: ADMM-based DC-OPF Case Study,IEEE Power and Energy Society General Meeting,10.1109/pesgm52003.2023.10253438,28,A,,Building Energy and Comfort Optimization,surrogate_esm_tier_a
Li2023__3,B05_tree_ensembles,B05_tree_ensembles;B22_microgrid_hub,1,2023,Physics-model-free heat-electricity energy management of multiple microgrids based on surrogate model-enabled multi-agent deep reinforcement learning,Applied Energy,10.1016/j.apenergy.2023.121359,28,A,,Building Energy and Comfort Optimization,surrogate_esm_tier_a
Shao201858,B02_gp_kriging,B02_gp_kriging;B04_rbf_kernel;B14_decomposition;B22_microgrid_hub,1,2018,Kriging Empirical Mode Decomposition via support vector machine learning technique for autonomous operation diagnosing of CHP in microgrid,Applied Thermal Engineering,10.1016/j.applthermaleng.2018.09.028,31,A,,Islanding Detection in Power Systems,surrogate_esm_tier_a
Amjady2017,B02_gp_kriging,B02_gp_kriging;B06_neural_surrogates;B14_decomposition,1,2017,"Short term wind power prediction based on improved kriging interpolation, Empirical Mode Decomposition, and closed-loop forecasting engine",Sustainability (Switzerland),10.3390/su9112104,53,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Ghosh2023,B05_tree_ensembles,B05_tree_ensembles;B14_decomposition,1,2023,Decomposition-Transformation Assisted Optimized Heterogeneous Classification Strategy in NILM,IEEE Transactions on Instrumentation and Measurement,10.1109/tim.2023.3291008,17,A,,Smart Grid Energy Management,surrogate_esm_tier_a
Zhang2025__4,B02_gp_kriging,B02_gp_kriging;B14_decomposition,1,2025,An Accelerated Approach to Time-Sequential Production Simulation for Integrated Generation-Grid-Storage Systems Combining Benders Decomposition and Data-Driven Methods,"2025 IEEE International Conference on Smart Power and Energy Technologies, IEEE SPET 2025",10.1109/spet67577.2025.11335784,2,A,,Electric Motor Design and Analysis,surrogate_esm_tier_a
Shi2024__2,B02_gp_kriging,B02_gp_kriging;B14_decomposition;B21_mes_sector_coupling,1,2024,Load forecasting for regional integrated energy system based on complementary ensemble empirical mode decomposition and multi-model fusion,Applied Energy,10.1016/j.apenergy.2023.122146,2,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
abbas_optimal_2024,B14_decomposition,B14_decomposition;B23_moo_design,1,2024,Optimal scheduling and management of grid-connected distributed resources using improved decomposition-based many-objective evolutionary algorithm,{IET} Gener. Transm. Distrib.,10.1049/gtd2.13221,0,,moo_mes,,moo_mes_focus
Gruosso2020618,B03_pce_response_surface,B03_pce_response_surface;B15_uncertainty,1,2020,Joined Probabilistic Load Flow and Sensitivity Analysis of Distribution Networks Based on Polynomial Chaos Method,IEEE Transactions on Power Systems,10.1109/tpwrs.2019.2928674,38,A,,Probabilistic and Robust Engineering Design,surrogate_esm_tier_a
Sun20191497,B04_rbf_kernel,B04_rbf_kernel;B15_uncertainty,1,2019,A two-step short-term probabilistic wind forecasting methodology based on predictive distribution optimization,Applied Energy,10.1016/j.apenergy.2019.01.182,53,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Buchanan2024,B02_gp_kriging,B02_gp_kriging;B06_neural_surrogates;B15_uncertainty;B22_microgrid_hub,1,2024,Probabilistic lithium-ion battery state-of-health prediction using convolutional neural networks and Gaussian process regression,Journal of Energy Storage,10.1016/j.est.2023.109799,44,A,,Advanced Battery Technologies Research,surrogate_esm_tier_a
Abedinia20161511,B04_rbf_kernel,B04_rbf_kernel;B06_neural_surrogates;B15_uncertainty,1,2016,Short-term load forecast of electrical power system by radial basis function neural network and new stochastic search algorithm,International Transactions on Electrical Energy Systems,10.1002/etep.2160,70,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Zhu2022,B02_gp_kriging,B02_gp_kriging;B15_uncertainty,1,2022,Uncertainty and sensitivity analysis of cooling and heating loads for building energy planning,Journal of Building Engineering,10.1016/j.jobe.2021.103440,57,A,,Building Energy and Comfort Optimization,surrogate_esm_tier_a
Azevedo2021630,B16_validation,B16_validation,1,2021,Influence of model calibration and optimization techniques on the evaluation of thermal comfort and retrofit measures of a Lisbon household using building energy simulation,Advances in Building Energy Research,10.1080/17512549.2019.1654916,11,A,,Building Energy and Comfort Optimization,surrogate_esm_tier_a
Khazeiynasab2021,B03_pce_response_surface,B03_pce_response_surface;B04_rbf_kernel;B15_uncertainty;B16_validation,1,2021,PMU Measurement Based Generator Parameter Calibration by Black-Box Optimization with A Stochastic Radial Basis Function Surrogate Model,"2020 52nd North American Power Symposium, NAPS 2020",10.1109/naps50074.2021.9449684,10,A,,Power System Optimization and Stability,surrogate_esm_tier_a
Zhang2025__7,B02_gp_kriging,B02_gp_kriging;B03_pce_response_surface;B16_validation;B21_mes_sector_coupling;B23_moo_design,1,2025,Parameter optimization calibration of low-pressure fuel cell energy system based on adaptive response surface algorithm,Sustainable Energy Technologies and Assessments,10.1016/j.seta.2025.104206,2,A,,Electric Motor Design and Analysis,surrogate_esm_tier_a
Ullah20255970,B04_rbf_kernel,B04_rbf_kernel;B06_neural_surrogates;B16_validation,1,2025,Optimized Neuro-Adaptive Third-Order Sliding Mode Control With High-Gain Differentiator for Enhanced Photovoltaic System Performance: Simulation and Experimental Validation,IEEE Journal of Emerging and Selected Topics in Power Electronics,10.1109/jestpe.2025.3575576,6,A,,solar cell performance optimization,surrogate_esm_tier_a
Liang2024__2,B17_ed_uc,B17_ed_uc,1,2024,Expert knowledge data-driven based actor–critic reinforcement learning framework to solve computationally expensive unit commitment problems with uncertain wind energy,International Journal of Electrical Power and Energy Systems,10.1016/j.ijepes.2024.110033,16,A,,Thermodynamic and Exergetic Analyses of Power and Cooling Systems,surrogate_esm_tier_a
