cite_key,year,type,title,journal,doi,focus,is_moo,is_mes,is_mcdm,surrogate_signal,matched_moo_terms,matched_mes_terms,matched_mcdm_terms,matched_algorithm_terms,matched_surrogate_terms,matched_ml_terms,matched_proxy_hints
boutros_new_2023,2023,ARTICLE,New modelling approach for the optimal sizing of an islanded microgrid considering economic and environmental challenges,Energy Convers. Manage.,10.1016/j.enconman.2022.116636,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid,,genetic algorithm; ga,,,replace
boutros_optimal_2022,2022,INPROCEEDINGS,Optimal sizing and real-time {EMS} for low carbon emissions of a hybrid islanded microgrid,{IEEE} Computer Society,10.1109/IECON49645.2022.9968453,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid,,genetic algorithm; ga,,,
boutros_optimal_2023,2023,INPROCEEDINGS,Optimal Sizing Assessment of an Islanded Microgrid Based on Different {EMS} Strategies,Institute of Electrical and Electronics Engineers Inc,10.1109/REDEC58286.2023.10208177,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids,,genetic algorithm; ga,,,computation time; replace
bouw_involving_2023,2023,ARTICLE,Involving Citizens in Heat Planning: A Participatory Process Design for Informed Decision-Making,Sustainability,10.3390/su15031937,out,0,0,0,0,,,,ga,,,
bozchalui_optimal_2012,2012,INPROCEEDINGS,Optimal operation of commercial building microgrids using multi-objective optimization to achieve emissions and efficiency targets,,10.1109/PESGM.2012.6345600,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective,"microgrid; micro grid; microgrids; distributed energy; cchp; combined cooling, heating, and power; chp",,ga,,,
bracco_multi-objective_2016,2016,INPROCEEDINGS,A multi-objective optimization tool for the daily management of sustainable smart microgrids: Case Study: The savona campus {SPM} and {SEB} facilities,Institute of Electrical and Electronics Engineers Inc,10.1109/SPEEDAM.2016.7526018,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; micro grid; microgrids,,ga,,,
brahman_optimal_2015,2015,ARTICLE,"Optimal electrical and thermal energy management of a residential energy hub, integrating demand response and energy storage system",Energy Build.,10.1016/j.enbuild.2014.12.039,moo_mes,1,1,0,0,multi-objective; multiobjective,energy hub; cchp; combined cooling heating and power; chp; electric vehicle,,ga,,,
bravo_integration_2014,2014,INPROCEEDINGS,Integration of energy storage with hybrid solar power plants,Elsevier Ltd,10.1016/j.egypro.2018.09.045,moo_only,1,0,0,0,multi-objective; multiobjective,,,,,,
bravo_two-stage_2018,2018,ARTICLE,Two-stage optimisation of hybrid solar power plants,Sol. Energy,10.1016/j.solener.2018.01.078,moo_only,1,0,0,0,multi-objective; multiobjective,,,genetic algorithm,,,
bravo_hybrid_2020,2020,ARTICLE,Hybrid solar power plant with thermochemical energy storage: A multi-objective operational optimisation,Energy Convers. Manage.,10.1016/j.enconman.2019.112421,moo_only,1,0,0,0,multi-objective; multiobjective,,,,,,
breen_photovoltaic_2020,2020,ARTICLE,Photovoltaic systems on dairy farms: Financial and renewable multi-objective optimization ({FARMOO}) analysis,Appl. Energy,10.1016/j.apenergy.2020.115534,moo_only,1,0,0,0,multi-objective; multiobjective,,,genetic algorithm; ga,,,
bremer_hybridizing_2019,2019,INPROCEEDINGS,Hybridizing S-Metric Selection and Support Vector Decoder for Constrained Multi-objective Energy Management,Springer Verlag,10.1007/978-3-030-14347-3_24,moo_mes,1,1,0,0,multi-objective; multiobjective,virtual power plant; distributed energy,,evolution strategy,,support vector,
brey_designing_2006,2006,ARTICLE,Designing a gradual transition to a hydrogen economy in Spain,J Power Sources,10.1016/j.jpowsour.2005.12.089,moo_mes,1,1,0,0,multi-objective,hydrogen,,,,,
bruck_single-_2018,2018,INPROCEEDINGS,Single- and multi-objective parameter optimization in a tool for designing {PV}-diesel-battery systems,Institute of Electrical and Electronics Engineers Inc,10.1109/IESC.2018.8439998,moo_mes,1,1,0,0,multi-objective; multiobjective; pareto,micro-grid; off-grid,,genetic algorithm,,,
brunelli_procedure_2016,2016,ARTICLE,A procedure to perform multi-objective optimization for sustainable design of buildings,Energies,10.3390/en9110915,moo_only,1,0,0,0,multi-objective; multiobjective; pareto; non-dominated; nsga,,,genetic algorithm; ga; nsga,,,
bruzzese_c_integrating_2018,2018,INPROCEEDINGS,Integrating renewable energy technologies into distributed energy systems maintaining system flexibility,Institute of Electrical and Electronics Engineers Inc,10.1109/EFEA.2018.8617046,moo_mes,1,1,0,0,multi objective; multiobjective; pareto,multi-energy; energy hub; distributed energy,,,,,speed up; accelerate
bufi_parametric_2014,2014,INPROCEEDINGS,Parametric multi-objective optimization of an Organic Rankine Cycle with thermal energy storage for distributed generation,Elsevier Ltd,10.1016/j.egypro.2017.08.239,moo_mes,1,1,0,0,multi-objective; multiobjective; non-dominated; nsga,distributed generation,,genetic algorithm; ga; nsga,,,
buonomano_future_2023,2023,ARTICLE,Future pathways for decarbonization and energy efficiency of ports: Modelling and optimization as sustainable energy hubs,J. Clean. Prod.,10.1016/j.jclepro.2023.138389,moo_mes,1,1,0,0,multi-objective,energy hub; combined heat and power; hydrogen,,ga,,,
burek_life_2019,2019,ARTICLE,"A life cycle assessment-based multi-objective optimization of the purchased, solar, and wind energy for the grocery, perishables, and general merchandise multi-facility distribution center network",Appl. Energy,10.1016/j.apenergy.2018.11.042,moo_only,1,0,0,0,multi-objective; multiobjective; pareto,,,ga,,,
burgos_hybrid_2021,2021,INPROCEEDINGS,Hybrid Algorithm for Optimal Improvement of a Distribution System Resiliency Using Renewable Energy Resources: Case Colombia,Institute of Electrical and Electronics Engineers Inc,10.1109/IPRECON52453.2021.9640827,moo_only,1,0,0,0,multi-objective; multiobjective,,,genetic algorithm,,,
burhan_sunlight_2016,2016,ARTICLE,Sunlight to hydrogen conversion: Design optimization and energy management of concentrated photovoltaic ({CPV}-Hydrogen) system using micro genetic algorithm,Energy,10.1016/j.energy.2016.01.048,moo_mes,1,1,0,0,multi-objective; multiobjective,off-grid; stand-alone; standalone; hydrogen,,genetic algorithm; ga,,,
cabrera_large-scale_2021,2021,ARTICLE,Large-scale optimal integration of wind and solar photovoltaic power in water-energy systems on islands,Energy Convers. Manage.,10.1016/j.enconman.2021.113982,moo_only,1,0,0,0,multi-objective; multiobjective; pareto,,,ga,,,
cagnano_online_2024,2024,ARTICLE,An online cooperative control strategy for enhancing microgrid participation into electricity market,Electr Power Syst Res,10.1016/j.epsr.2024.110846,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids,,,,,
cai_multi-objective_2024,2024,ARTICLE,Multi-objective hierarchical optimization for grid-connected microgrids considering H∞ performance index,J Franklin Inst,10.1016/j.jfranklin.2024.107156,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective,microgrid; microgrids,,genetic algorithm,,,
cai_optimal_2025,2025,ARTICLE,Optimal sizing and cost-benefit assessment of stand-alone microgrids with different energy storage considering dynamic avoided {GHG} emissions,J. Energy Storage,10.1016/j.est.2024.115128,moo_mes,1,1,0,0,multi-objective,microgrid; microgrids; stand-alone; standalone,,ga,,,
cai_design_2023,2023,INPROCEEDINGS,"Design, Control and Simulation of a Geothermal and Solar Generation System Integrated with Hydrogen Storage and {PEM}-{FC}",{IEEE} Computer Society,10.1109/IECON51785.2023.10312164,moo_mes,1,1,0,0,multi-objective; multiobjective,hydrogen,,,,,
cai_multicriteria_2023,2023,ARTICLE,Multicriteria study of geothermal trigeneration systems with configurations of hybrid vapor compression refrigeration and Kalina cycles for sport arena application,Renew. Energy,10.1016/j.renene.2023.119390,moo_only,1,0,0,0,multi-objective; multiobjective; multi-criteria; multicriteria,,,ga,,,
camara_multi-objective_2020,2020,INPROCEEDINGS,A Multi-objective and Multi-period Model to the Design and Operation of a Hydrogen Supply Chain: An Applied Case in Portugal,Springer,10.1007/978-3-030-85476-8_2,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective,hydrogen,,ga,,,
camara_multi-objective_2012,2012,INCOLLECTION,Multi-objective optimization approach to design and planning hydrogen supply chain under uncertainty: A Portugal study case,Computer Aided Chemical Engineering,10.1016/B978-0-12-818634-3.50219-8,moo_mes,1,1,0,0,multi-objective,hydrogen,,ga,,,
canales_cost-reliability_2021,2021,ARTICLE,Cost-reliability analysis of hybrid pumped-battery storage for solar and wind energy integration in an island community,Sustainable Energy Technol. Assess.,10.1016/j.seta.2021.101062,moo_mes,1,1,0,0,multi-objective; multiobjective; pareto,stand-alone; standalone,,ga,,,
cano-andrade_multi-objective_2012,2012,INPROCEEDINGS,Multi-objective optimization for the sustainable-resilient synthesis/design/operation of a power network coupled to distributed power producers via microgrids,American Society of Mechanical Engineers ({ASME}),10.1115/IMECE2012-87950,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids,,,,,
cantu_rodriguez_redesign_2024,2024,ARTICLE,Redesign for flexibility through electrification: Multi-objective optimization of the operation of a multi-energy industrial steam network,Appl. Energy,10.1016/j.apenergy.2024.122981,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective; pareto,multi-energy; multi energy,,ga,,,
cao_bi-level_2024,2024,ARTICLE,A bi-level cooperating optimization for {AC}/{DC} power systems considering renewable energy integration,Energy Rep.,10.1016/j.egyr.2024.05.027,moo_only,1,0,0,0,multi-objective; multi objective; multiobjective,,,particle swarm,,,
cao_optimal_2024,2024,ARTICLE,Optimal Location and Sizing of Multi-Resource Distributed Generator Based on Multi-Objective Artificial Bee Colony Algorithm,Energy Eng,10.32604/ee.2023.042702,moo_mes,1,1,0,0,multi-objective; multiobjective,multi-energy; distributed generation,,ga,,,
cao_comprehensive_2024,2024,ARTICLE,Comprehensive assessment and optimization of a hybrid cogeneration system based on compressed air energy storage with high-temperature thermal energy storage,Front. Energy,10.1007/s11708-024-0972-2,moo_only,1,0,0,0,multi-objective,,,ga,,,
cao_multi-objective_2023,2023,ARTICLE,Multi-objective Optimization Strategy of {DC} Microgrid Based on Reactive Power Support Efficiency During Voltage Sag,Zhongguo Dianji Gongcheng Xuebao,10.13334/j.0258-8013.pcsee.220248,moo_mes,1,1,0,0,multi-objective; multi objective; pareto; nsga,microgrid; micro-grid,,ga; nsga,,,
cao_fuzzy_2024,2024,INPROCEEDINGS,Fuzzy Based Decision-Making of Energy Management for Regional Energy Systems with Renewable Generation and Installed Storage Systems,Institute of Electrical and Electronics Engineers Inc,10.1109/ICDCECE60827.2024.10548694,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids,,,,,
cao_research_2022,2022,ARTICLE,Research on multi-objective optimal configuration of battery energy storage in distribution network based on hybrid algorithm,Taiyangneng Xuebao,10.19912/j.0254-0096.tynxb.2020-0529,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective,off-grid,,particle swarm,,,
cao_multi-objective_2017,2017,ARTICLE,Multi-objective optimization of preplanned microgrid islanding based on stochastic short-term simulation,Int. Trans. Elecr. Energy Sys.,10.1002/etep.2238,moo_mes_surrogate,1,1,0,1,multi-objective; multiobjective,microgrid; micro grid,,ga,response surface; response surface methodology,,
cao_prediction_2024,2024,ARTICLE,Prediction Model-Assisted Optimization Scheduling Strategy for Renewable Energy in the Microgrid,Process.,10.3390/pr12091786,moo_mes,1,1,0,0,multi-objective,microgrid,,,,neural network; recurrent neural,
cao_multi-objective_2022,2022,ARTICLE,Multi-objective optimizations and exergoeconomic analyses of a high-efficient bi-evaporator multigeneration system with freshwater unit,Renew. Energy,10.1016/j.renene.2022.04.030,moo_mes,1,1,0,0,multi-objective; multiobjective; nsga,hydrogen,,ga; nsga,,,
cao_comprehensive_2022,2022,ARTICLE,Comprehensive thermodynamic and economic analyses and optimization of a novel poly-generation setup utilizing solar and geothermal sources,Appl Therm Eng,10.1016/j.applthermaleng.2022.118133,moo_mes,1,1,0,0,multiobjective; multi-criteria,hydrogen,,genetic algorithm; ga,,,
cao_application_2022,2022,ARTICLE,"Application, comparative study, and multi-objective optimization of a hydrogen liquefaction system utilizing either {ORC} or an absorption power cycle",Int J Hydrogen Energy,10.1016/j.ijhydene.2021.11.191,moo_mes,1,1,0,0,multi-objective; multiobjective,hydrogen,,ga,,,
cao_research_2021,2021,INPROCEEDINGS,Research on scheduling strategy of electric vehicle fast charging station combined with photovoltaic generation and energy storage,Institute of Electrical and Electronics Engineers Inc,10.1109/AEMCSE51986.2021.00058,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective; mopso,electric vehicle; electric vehicles,,genetic algorithm; particle swarm; pso; mopso,,,
cao_multiobjective_2022,2022,ARTICLE,Multiobjective Load Dispatch for Coal‐Fired Power Plants under Renewable‐Energy Accommodation Based on a Nondominated‐Sorting Grey Wolf Optimizer Algorithm,Energies,10.3390/en15082915,moo_only,1,0,0,0,multi-objective; multi objective; multiobjective; non-dominated; nondominated,,,ga; grey wolf; gwo,,,
cao_optimal_2024-1,2024,INPROCEEDINGS,Optimal Dispatch of a Multi-Energy Complementary Combined Heat and Power System with Concentrating Solar Power Plant,Institute of Electrical and Electronics Engineers Inc,10.1109/ICEEPS62542.2024.10693030,moo_mes,1,1,0,0,multi-objective; mopso,multi-energy; multi energy; integrated energy; combined heat and power; chp,,particle swarm; pso; mopso,,,
cao_design_2022,2022,ARTICLE,"Design, dynamic simulation, and optimal size selection of a hybrid solar/wind and battery-based system for off-grid energy supply",Renew. Energy,10.1016/j.renene.2022.01.112,moo_mes,1,1,0,0,multi-objective; multiobjective,off-grid,,ga,,,replace
cao_optimal_2022,2022,ARTICLE,Optimal sizing of hybrid energy storage system considering power smoothing and transient frequency regulation,Int J Electr Power Energy Syst,10.1016/j.ijepes.2022.108227,moo_only,1,0,0,0,multi-objective; multiobjective,,,,,,
cao_multi-objective_2023-1,2023,ARTICLE,Multi-objective optimal siting and sizing of {BESS} considering transient frequency deviation and post-disturbance line overload,Int J Electr Power Energy Syst,10.1016/j.ijepes.2022.108575,moo_only,1,0,0,0,multi-objective; multi objective; multiobjective,,,ga,,,
cao_probabilistic_2017,2017,ARTICLE,Probabilistic Optimal {PV} Capacity Planning for Wind Farm Expansion Based on {NASA} Data,{IEEE} Trans. Sustainable Energy,10.1109/TSTE.2017.2677466,moo_only,1,0,0,0,multi-objective; multiobjective; pareto; mopso,,,particle swarm; pso; mopso,,,
capraz_optimal_2024,2024,ARTICLE,Optimal sizing of grid-connected hybrid renewable energy systems without storage: a generalized optimization model,Energy Sources Recovery Util. Environ. Eff.,10.1080/15567036.2020.1803454,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective,hybrid renewable energy system; hybrid renewable energy systems,,,,,
cardoso_de_oliveira_robust_2025,2025,ARTICLE,Robust capacity sizing and operation scheduling optimisation for resilient precinct-scale energy–water system integration,Energy Convers. Manage.,10.1016/j.enconman.2024.119351,moo_only,1,0,0,0,multi-objective; multiobjective,,,ga,,,
carpinelli_exponential_2014,2014,ARTICLE,Exponential weighted method and a compromise programming method for multi-objective operation of plug-in vehicle aggregators in microgrids,Int J Electr Power Energy Syst,10.1016/j.ijepes.2013.11.036,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; micro grid; microgrids; distributed generation; electric vehicle; electric vehicles,,ga,,,
carpinelli_-priori_2025,2025,ARTICLE,A-priori multi-objective optimization for the short-term dispatch of distributed energy resources,Int J Electr Power Energy Syst,10.1016/j.ijepes.2024.110410,moo_mes_surrogate,1,1,0,1,multi-objective; multiobjective; pareto,microgrid; microgrids; distributed energy,,ga,surrogate,,surrogate
carpinelli_minimizing_2017,2017,ARTICLE,Minimizing unbalances in low-voltage microgrids: Optimal scheduling of distributed resources,Appl. Energy,10.1016/j.apenergy.2017.01.057,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; micro grid; microgrids; distributed resources; distributed generation; electric vehicle; electric vehicles,,,,,
carraro_integrating_2024,2024,ARTICLE,Integrating Energy Generation and Demand in the Design and Operation Optimization of Energy Communities,Energies,10.3390/en17246358,moo_mes,1,1,0,0,multi-objective,energy community; energy communities,,ga,,,
carreiro_assessing_2017,2017,INPROCEEDINGS,Assessing the robustness of solutions to a multi-objective model of an energy management system aggregator,Institute of Electrical and Electronics Engineers Inc,10.1109/SSCI.2016.7849845,moo_only,1,0,0,0,multi-objective; multiobjective; non-dominated; nondominated,,,genetic algorithm; ga; differential evolution,,,
carrizosa_optimal_2015,2015,ARTICLE,Optimal power flow in multi-terminal {HVDC} grids with offshore wind farms and storage devices,Int J Electr Power Energy Syst,10.1016/j.ijepes.2014.10.016,moo_only,1,0,0,0,multi-objective,,,,,,
castillo_fatule_reducing_2025,2025,ARTICLE,Reducing environmental and human health impacts of energy systems through optimal utilization of transmission flexibilities,Energy,10.1016/j.energy.2024.134275,moo_only,1,0,0,0,multi-objective,,,ga,,,
cavus_enhanced_2024,2024,ARTICLE,Enhanced Microgrid Control through Genetic Predictive Control: Integrating Genetic Algorithms with Model Predictive Control for Improved Non-Linearity and Non-Convexity Handling,Energies,10.3390/en17174458,moo_mes,1,1,0,0,multi-objective; pareto,microgrid; microgrids; distributed energy,,genetic algorithm; ga,,,
celik_sizing_2020,2020,INPROCEEDINGS,Sizing of renewable energy and storage resources in railway substations according to load shaving level,Institute of Electrical and Electronics Engineers Inc,10.1109/VPPC49601.2020.9330861,moo_only,1,0,0,0,multi-objective; multiobjective,,,,,,
celikbilek_integrated_2016,2016,ARTICLE,An integrated grey based multi-criteria decision making approach for the evaluation of renewable energy sources,Energy,10.1016/j.energy.2016.09.091,moo_only,1,0,1,0,multiobjective; multi-criteria; multi criteria; multicriteria,,multi-criteria decision; multi criteria decision; vikor; anp,,,,
celli_multi-objective_2010,2010,INPROCEEDINGS,A multi-objective approach to investigate active distribution network impact on the contrasting goals of the distribution system stakeholders,,,moo_mes,1,1,0,0,multi-objective; multiobjective; non-dominated,distributed energy; distributed generation,,genetic algorithm; ga,,,
ch_novel_2024,2024,ARTICLE,A novel on intelligent energy control strategy for micro grids with renewables and {EVs},Energy Strateg. Rev.,10.1016/j.esr.2024.101306,moo_mes,1,1,0,0,multi-objective; multiobjective; pareto,microgrid; micro grid; electric vehicle; electric vehicles,,,,neural network; convolutional neural,
chafiq_t_optimal_2021,2021,INPROCEEDINGS,Optimal Building Envelope Design and Renewable Energy Systems Size for Net-zero Energy Building in Tetouan (Morocco),Institute of Electrical and Electronics Engineers Inc,10.1109/IRSEC53969.2021.9741188,moo_only,1,0,0,0,multi-objective; multiobjective,,,,,,
chai_towards_2020,2020,ARTICLE,Towards energy transition: Conjoint assessment of large-scale {PV} system performance and interconnection impacts in isolated microgrid,Indones. J. Electr. Eng. Informatics,10.11591/ijeei.v8i3.1609,moo_mes,1,1,0,0,multi-objective,microgrid,,,,,
chaitrashree_li-ion_2019,2019,INCOLLECTION,Li-ion Battery Energy Storage Management System for Solar {PV},Energy Systems in Electrical Engineering,10.1007/978-981-99-6116-0_13,moo_only,1,0,0,0,multi-objective,,,ga,,machine learning,
chakrabarti_s_multiobjective_2022,2022,INPROCEEDINGS,Multiobjective Optimal Control of Power Electronic Loads in Small Scale Power Systems,Institute of Electrical and Electronics Engineers Inc,10.1109/IEMTRONICS55184.2022.9795833,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective,microgrid; microgrids,,,,,
chalishazar_paired_2024,2024,INPROCEEDINGS,Paired Hydro-Battery Hybrid System Operations Using {MIQP} Based Multi-Objective Optimization,{IEEE} Computer Society,10.1109/PESGM51994.2024.10761091,moo_only,1,0,0,0,multi-objective,,,,,,
chamandoust_multi-objective_2020,2020,ARTICLE,Multi-objective operation of smart stand-alone microgrid with the optimal performance of customers to improve economic and technical indices,J. Energy Storage,10.1016/j.est.2020.101738,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids; stand-alone,,ga,,,
chamandoust_energy_2021,2021,ARTICLE,Energy management of a smart autonomous electrical grid with a hydrogen storage system,Int J Hydrogen Energy,10.1016/j.ijhydene.2021.02.174,moo_mes,1,1,0,0,multi-objective; multiobjective; non-dominated,hydrogen; electric vehicle; electric vehicles,,ga,,,
chammam_multiobjective_2023,2023,ARTICLE,Multiobjective optimization and performance assessment of a {PEM} fuel cell-based energy system for multiple products,Chemosphere,10.1016/j.chemosphere.2023.139348,moo_mes,1,1,0,0,multi-objective; multiobjective; pareto,hydrogen,,genetic algorithm; ga,,,
chandel_performance_2023,2023,ARTICLE,Performance enhancement of smart grid integration using a novel intellectual multi-objective control technique,Soft Comput.,10.1007/s00500-023-07881-y,moo_mes,1,1,0,0,multi-objective; multiobjective,electric vehicle,,,,,approximate
chang_multi-objective_2022,2022,ARTICLE,"Multi-objective optimization of a novel combined cooling, dehumidification and power system using improved M-{PSO} algorithm",Energy,10.1016/j.energy.2021.122487,moo_mes,1,1,0,0,multi-objective; multiobjective,multi-energy; distributed energy,,ga; particle swarm; pso,,,
chang_multi-objective_2022-1,2022,ARTICLE,Multi-Objective Optimal Source–Load Interaction Scheduling of Combined Heat and Power Microgrid Considering Stable Supply and Demand,Front. Energy Res.,10.3389/fenrg.2022.901529,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective,multi-energy; microgrid; microgrids; combined heat and power; chp,,,,,
chang_multi-objective_2024,2024,ARTICLE,{MULTI}-{OBJECTIVE} {OPTIMIZATION} {OF} {PHOTOVOLTAIC} {CURTAIN} {WALL} {ASSISTED} {DUAL}-{SOURCE} {HEAT} {PUMP} {SYSTEM} {IN} {DIFFERENT} {REGIONS},Taiyangneng Xuebao,10.19912/j.0254-0096.tynxb.2023-0137,moo_only,1,0,0,0,multi-objective; multiobjective; non-dominated; nsga,,,genetic algorithm; ga; nsga,,,
chang_multi-objective_2023,2023,ARTICLE,Multi-objective optimization of a photovoltaic thermal curtain wall assisted dual-source heat pump system,Appl Therm Eng,10.1016/j.applthermaleng.2022.119845,moo_only,1,0,0,0,multi-objective; multiobjective; pareto; non-dominated,,,genetic algorithm; ga,,,
chang_innovative_2023,2023,ARTICLE,The Innovative Research on Sustainable Microgrid Artwork Design Based on Regression Analysis and Multi-Objective Optimization,Systems,10.3390/systems11070354,moo_mes,1,1,0,0,multi-objective,microgrid; microgrids,,,,,
chaturvedi_multi-objective_2023,2023,INCOLLECTION,Multi-objective optimization-based methodological framework for net zero energy building design in India,"Artificial Intelligence, Blockchain, Computing and Security: Volume 1",10.1201/9781003393580-29,moo_only,1,0,1,0,multi-objective; multicriteria; pareto,,mcdm; multicriteria decision,,,,
chaturvedi_multi-objective_2024,2024,INPROCEEDINGS,Multi-objective optimization-based methodological framework for net zero energy building design in India,{CRC} Press/Balkema,10.1201/9781003393580-29,moo_only,1,0,1,0,multi-objective; multiobjective; multicriteria; pareto,,mcdm; multicriteria decision,,,,
chaudhary_multi-objective_2024,2024,INPROCEEDINGS,A Multi-Objective Unit Commitment Approach Using Genetic Algorithms,Institute of Electrical and Electronics Engineers Inc,10.1109/NAPS61145.2024.10741726,moo_only,1,0,0,0,multi-objective; multi objective; pareto; nsga,,,genetic algorithm; ga; nsga,,,
chedid_multi-objective_2005,2005,INPROCEEDINGS,A multi-objective design methodology for hybrid renewable energy systems,,10.1109/PTC.2005.4524339,moo_mes,1,1,0,0,multi-objective; multiobjective,hybrid renewable energy system; hybrid renewable energy systems,,,,,
chen_sustainability-oriented_2013,2013,ARTICLE,A sustainability-oriented multiobjective optimization model for siting and sizing distributed generation plants in distribution systems,Math. Probl. Eng.,10.1155/2013/291930,moo_mes,1,1,0,0,multi-objective; multiobjective,distributed generation,,,,,
chen_multi-objective_2022,2022,ARTICLE,"Multi-objective Optimization of Regional Reactive Power Reserve in Hybrid System with Wind, Photovoltaic and Energy Storage Considering Fault Scenario Set",Dianli Xitong Zidonghue,10.7500/AEPS20211014002,moo_only,1,0,0,0,multi-objective; multiobjective,,,,,,
chen_research_2021,2021,ARTICLE,Research on an Optimal System Design Method for Integrated Energy Cabinet Integrating Electricity‚ Heating‚ Cooling and Gas,Zhejiang. Electr. Power.,10.19585/j.zjdl.202112002,moo_mes,1,1,0,0,multi-objective,multi-energy; integrated energy,,ga,,,
chen_optimization_2020,2020,INPROCEEDINGS,{OPTIMIZATION} {OF} {RENEWABLE} {ENERGY} {INTEGRATION} {IN} {SMART} {GRIDS} {USING} {AI} {AND} {DATA} {ANALYTICS},Institution of Engineering and Technology,10.1049/icp.2024.4090,moo_only,1,0,0,0,multi-objective,,,genetic algorithm; ga; particle swarm; pso,,deep learning,
chen_multi-objective_2025,2025,ARTICLE,Multi-objective optimization for the operation of district heating systems considering flexibility and economy,Appl Therm Eng,10.1016/j.applthermaleng.2024.125395,moo_mes,1,1,0,0,multi-objective; multiobjective,multi-energy; district heating,,ga,,,
chen_economic_2012,2012,ARTICLE,Economic operation optimization of a stand-alone microgrid system considering characteristics of energy storage system,Dianli Xitong Zidonghue,10.3969/j.issn.1000-1026.2012.20.005,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective; non-dominated; nsga,microgrid; micro grid; stand-alone; distributed generation,,genetic algorithm; ga; nsga,,,
chen_microgrid_2014,2014,INPROCEEDINGS,Microgrid multi-objective economic operation optimization considering reactive power,Springer Verlag,10.1007/978-1-4614-4981-2_56,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; combined heat and power; chp,,genetic algorithm,,,
chen_microgrid_2013,2013,ARTICLE,Microgrid multi-objective economic dispatch optimization,Zhongguo Dianji Gongcheng Xuebao,,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; micro grid; combined heat and power; chp,,genetic algorithm; ga,,,
chen_optimal_2018,2018,ARTICLE,Optimal sizing for grid-tied microgrids with consideration of joint optimization of planning and operation,{IEEE} Trans. Sustainable Energy,10.1109/TSTE.2017.2724583,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; micro grid; microgrids; distributed generation,,genetic algorithm,,,
chen_energy_2024,2024,ARTICLE,Energy management optimization of new energy hydrogen production system including multi-electrolyzers,Electr. Pow. Eng. Technol.,10.12158/j.2096-3203.2024.02.001,moo_mes,1,1,0,0,multi-objective; pareto,hydrogen,,spea,,,
chen_thermo-economic_2024,2024,ARTICLE,"Thermo-economic analysis of a pumped thermal energy storage combining cooling, heating and power system coupled with photovoltaic thermal collector: Exploration of low-grade thermal energy storage",J. Energy Storage,10.1016/j.est.2024.112718,moo_mes,1,1,0,0,multi-objective; multiobjective,combined cooling heating and power,,ga,,,
chen_optimal_2022,2022,ARTICLE,An optimal arrangement for photovoltaic/diesel/battery management system applying Crow Search Algorithm: a case of Namib Desert,Int J Ambient Energy,10.1080/01430750.2021.1909130,moo_only,1,0,0,0,multiobjective; multi-criteria,,,particle swarm; pso,,,
chen_thermodynamic_2023,2023,ARTICLE,Thermodynamic analysis of a hybrid energy system coupling solar organic Rankine cycle and ground source heat pump: Exploring heat cascade utilization,Energy,10.1016/j.energy.2023.129228,moo_mes,1,1,0,0,multi-objective; multiobjective,stand-alone,,ga,,,
chen_new_2024,2024,ARTICLE,A new low-carbon project scheduling problem with renewable and traditional energy: A comprehensive analysis and its solution,J. Clean. Prod.,10.1016/j.jclepro.2024.143089,moo_mes,1,1,0,0,multi-objective; multiobjective,multi-energy; multi energy,,,,,approximate
chen_multi-objective_2014,2014,INPROCEEDINGS,Multi-objective optimization configuration of multi-energy complementary park integrated energy supply center considering electric gas conversion planning,Springer Verlag,10.1007/978-981-13-9783-7_27,moo_mes,1,1,0,0,multi-objective; multiobjective,multi-energy; integrated energy; distributed energy,,genetic algorithm; ga,,,
chen_research_2018,2018,INPROCEEDINGS,Research on layered microgrid operation optimization based on {NSGA}-{II} algorithm,Institute of Electrical and Electronics Engineers Inc,10.1109/POWERCON.2018.8602169,moo_mes,1,1,0,0,multi-objective; multiobjective; pareto; nsga,microgrid,,ga; nsga,,,
