cite_key,year,type,title,journal,doi,tier,decision,matched_surrogate_terms,matched_ml_terms,matched_opt_terms,matched_esm_terms,matched_proxy_hints,matched_noise_terms,oa_status,oa_pdf_url,cited_by_count,referenced_works_count,primary_topic,oa_full_text_available,read_priority
Kim2026,2026,ARTICLE,Interpretable probabilistic forecasting of building multi-energy loads using residual learning and global attention-enabled transformer: A case study for residential buildings in South Korea,Energy and Buildings,10.1016/j.enbuild.2026.117424,A,accept,gaussian process,,,energy system; multi-energy; multi energy; integrated energy,,load forecasting,hybrid,,,28,Energy Load and Power Forecasting,0,low
Yao2026,2026,CONFERENCE,Intelligent prediction model for joint operation of microgrid photovoltaic battery energy storage system,Proceedings of SPIE - The International Society for Optical Engineering,10.1117/12.3091863,out,reject,,machine learning; random forest,dispatch,microgrid; energy dispatch,,,,,,,,,
Doshi20261410,2026,ARTICLE,Hybrid XGBoost-BiLSTM Net-Load Forecasting Framework with Holographic Integration for High-PV IoT Environments,IEEE Transactions on Consumer Electronics,10.1109/TCE.2025.3647579,out,reject,,gradient boosting; xgboost; lstm,optimization,power system; electric power system; renewable energy,,load forecasting,,,,,,,
Superchi2025,2025,ARTICLE,Can machine learning enhance day-ahead renewable power forecasts? A study on data-driven methods for solar photovoltaic and wind turbines,Energy,10.1016/j.energy.2025.138396,out,reject,,neural network; machine learning; support vector,scheduling,power system; renewable energy,,,,,,,,,
Lopez Castillo202658881,2026,ARTICLE,"Machine Learning-Based Estimation of Photovoltaic Solar Power Generation Under Heatwave Events in the Context of Climate Change in Santo André, São Paulo, Brazil",IEEE Access,10.1109/ACCESS.2026.3684358,out,reject,,machine learning; gradient boosting; xgboost; learning-based,energy planning,energy planning,,,,,,,,,
Hajian2026,2026,ARTICLE,Clustering energy performance certificates: a methodology for selecting representative buildings in scalable energy simulations,Energy and Buildings,10.1016/j.enbuild.2025.116592,out,reject,,random forest; xgboost; regression model,,district heating,,,,,,,,,
Liu2025,2025,CONFERENCE,Autoscaling method for computing power scheduling resource pool in cloud environment,Proceedings of SPIE - The International Society for Optical Engineering,10.1117/12.3093244,A,accept,gaussian process,regression model; transformer model,scheduling,power system,,,closed,,,,Big Data and Digital Economy,0,low
Kardous2025,2025,ARTICLE,Multi-objectives ML-based online MPC for EV charging: A case study of a grid-connected large-scale charging infrastructure supported by PV and battery storage system,Renewable Energy,10.1016/j.renene.2025.123660,out,reject,,machine learning; xgboost,multi-objective; multi objective; model predictive,smart grid,,,,,,,,,
Gonzalez-Sanchez2025,2025,ARTICLE,Optimal Location and Sizing of BESS Systems with Inertia Emulation to Improve Frequency Stability in Low-Inertia Electrical Systems,Energies,10.3390/en18246552,out,reject,,,optimization,power system; electric power system; power grid,emulate,,,,,,,,
Liu2026,2026,ARTICLE,Fast annual energy estimation for solar tower power systems based on heliostat grouping and solar position sampling,Renewable Energy,10.1016/j.renene.2026.125243,A,accept,radial basis function,,optimization,power system,approximate; speedup; accelerate; acceleration,,closed,,,29,Solar Thermal and Photovoltaic Systems,0,low
Fakhry2026,2026,ARTICLE,Forecasting and optimizing residential EV flexibility for the Swedish mFRR market using machine learning,International Journal of Electrical Power and Energy Systems,10.1016/j.ijepes.2025.111558,out,reject,,machine learning; gradient boosting; xgboost; lstm,optimization,electricity system,,,,,,,,,
Ranjan Tandi2025,2025,CONFERENCE,Resilient Control of Low Inertia Renewable Power Systems,E3S Web of Conferences,10.1051/e3sconf/202568000129,out,reject,,,optimization; robust optimization,power system; renewable energy,acceleration,,,,,,,,
Asghar2025,2025,ARTICLE,Deep Q-Network for intelligent energy management system in an energy community,Energy Strategy Reviews,10.1016/j.esr.2025.101991,out,reject,,gradient boosting,scheduling,energy system,,,,,,,,,
Liang2026,2026,CONFERENCE,An intelligent identification model for substation flood risk based on LightGBM and AHP weight optimization,Proceedings of SPIE - The International Society for Optical Engineering,10.1117/12.3103144,out,reject,,machine learning; gradient boosting,optimization,power grid,,,,,,,,,
Lu2026,2026,ARTICLE,Design and optimization of a Mars Brayton energy supply system with hybrid intelligent models,Applied Thermal Engineering,10.1016/j.applthermaleng.2026.130205,A,accept,surrogate; kriging,neural network,optimization; multi-objective,energy system; power system; combined heat and power,surrogate,,closed,,,35,Thermodynamic and Exergetic Analyses of Power and Cooling Systems,0,low
Rashid2026128,2026,ARTICLE,Direct Solar Radiation Prediction using Multi-Model Evaluation with Trignometric Cyclic Process; [ПРЕДВИЂАЊЕ ДИРЕКТНОГ СУНЧЕВОГ ЗРАЧЕЊА КОРИШЋЕЊЕМ ВИШЕМОДЕЛСКЕ ЕВАЛУАЦИЈЕ СА ТРИГОНОМЕТРИЈСКИМ ЦИКЛИЧНИМ ПРОЦЕСОМ],FME Transactions,10.5937/fme2601128B,A,accept,gaussian process,neural network; deep learning; machine learning; random forest; gradient boosting; support vector; regression model,,energy system; renewable energy,,,diamond,https://scindeks-clanci.ceon.rs/data/pdf/1451-2092/2026/1451-20922601128B.pdf,,49,Solar Radiation and Photovoltaics,1,low
Shahriari2025,2025,ARTICLE,Simultaneous OPEX and carbon footprint reduction with hydrogen enhancement in autothermal reforming: a machine learning–based surrogate modeling and optimization framework,Results in Engineering,10.1016/j.rineng.2025.106286,A,accept,surrogate; surrogate-assisted,deep learning; machine learning; random forest,optimization; multi-objective; multi objective,energy system,computationally expensive; accelerate; surrogate,,gold,,3,74,Catalysts for Methane Reforming,0,low
Wanek2026,2026,ARTICLE,Variable renewable energy forecasting in Germany: Reassessing simplicity with Bayesian-optimised multilayer perceptrons,Renewable Energy,10.1016/j.renene.2026.125409,B,candidate,,deep learning; machine learning; gradient boosting; regression tree,optimization; optimisation,renewable energy; power grid,computational cost,,,,,,,,
Meenal2026,2026,ARTICLE,Advanced modeling techniques for solar radiation estimation: enhancing renewable energy integration in power grids,Electrical Engineering,10.1007/s00202-025-03508-7,out,reject,,neural network; machine learning; random forest,optimization,smart grid; renewable energy; power grid,,,,,,,,,
Bayat2026,2026,ARTICLE,Multidisciplinary Control Codesign of a Spar–Torus Hybrid Wind-Wave Energy System,Journal of Mechanical Design,10.1115/1.4070400,A,accept,surrogate,,optimization,energy system; power grid,approximate; surrogate,,closed,,2,34,Wave and Wind Energy Systems,0,low
Kiran202631,2026,ARTICLE,Enhancing Power System Security Using Machine Learning And SPBO-Optimized Generation Allocation,SSRG International Journal of Electrical and Electronics Engineering,10.14445/23488379/IJEEE-V13I1P104,out,reject,,machine learning; random forest; gradient boosting; support vector,optimization,power system; renewable energy,,,,,,,,,
Karadeniz2025,2025,ARTICLE,Advancing harmonic prediction for offshore wind farms using synthetic data and machine learning,Computers and Electrical Engineering,10.1016/j.compeleceng.2025.110613,out,reject,,deep learning; machine learning; random forest; lstm,,energy system; power system; electric power system; renewable energy,,,,,,,,,
Amini2026,2026,ARTICLE,Surrogate-Based Multiphysics Design Optimization of a Wound Rotor Synchronous Generator with Enhanced Damping,Iranian Journal of Electrical and Electronic Engineering,10.22068/IJEEE.22.1.3890,A,accept,surrogate,,optimization; multi-objective,power system,surrogate,,,,,,,,
Mesloub2026,2026,ARTICLE,Smart Energy-Water Synergy in Green Buildings: Adaptive Ground-Source Heat Pump System and Renewable Energy Resources Integration Toward Climate-Resilient,International Journal of Energy Research,10.1155/er/5217834,out,reject,,machine learning; random forest,scheduling,energy system; renewable energy; heat pump,,,,,,,,,
Iwakin2025,2025,ARTICLE,Data-driven economic dispatch towards operational management of distributed energy resources for grid-connected water–energy microgrids,Energy,10.1016/j.energy.2025.137668,B,candidate,,machine learning; gradient boosting; data-driven model,optimization; optimisation; dispatch; economic dispatch,energy system; economic dispatch; microgrid; smart grid,approximate,,,,,,,,
Farrokh2025,2025,ARTICLE,Robust hybrid optimization design for axial flux-switching transverse-flux permanent magnet wind generator,Results in Engineering,10.1016/j.rineng.2025.107124,A,accept,response surface; response surface methodology,regression model,optimization; multi-objective; robust optimization,energy system,,,gold,,4,32,Electric Motor Design and Analysis,0,low
Li2025,2025,ARTICLE,Design of electrical system for HEV internal operation: using DSP as research method,Engineering Research Express,10.1088/2631-8695/ae2192,A,accept,radial basis function,neural network,optimization; optimisation,power system,computation time,,closed,,,19,Electric and Hybrid Vehicle Technologies,0,low
Shi2026,2026,ARTICLE,Wind-Solar-Storage Transmission Expansion Planning With Reinforcement Learning Framework Based on Gaussian Process Regression,IET Renewable Power Generation,10.1049/rpg2.70213,A,accept,surrogate; gaussian process,,optimization,renewable energy; power grid,approximate; surrogate,,gold,,,30,Electric Power System Optimization,0,low
Zhou2026,2026,ARTICLE,Surrogate-based risk-aware scenario screening for facilitating the operational decision-making in renewables-dominated power systems,Energy and AI,10.1016/j.egyai.2026.100723,A,accept,surrogate,neural network,optimization; mixed-integer; mixed integer,power system; electric power system; renewable energy,surrogate,,gold,,,15,Power System Reliability and Maintenance,0,low
Bracht2026,2026,ARTICLE,Heat waves in buildings: A review of detection methods and performance assessment,Building and Environment,10.1016/j.buildenv.2026.114205,A,accept,metamodel,,,energy system,,,hybrid,,2,142,Climate Change and Health Impacts,0,high
Munimathan2026,2026,ARTICLE,High purity 4H-SiC grown via PVT for smart solar inverter applications with IoT-based performance monitoring,Energy Reports,10.1016/j.egyr.2026.109181,out,reject,,machine learning; random forest; regression model,optimization,microgrid,,,,,,,,,
Wang2025641,2025,ARTICLE,Enhancing Renewable Energy Forecasting Through Adaptive Statistical Modeling and Optimization Strategies,International Journal of Renewable Energy Research,10.20508/ijrer.v15i3.16600.g9094,out,reject,,machine learning; random forest; gradient boosting; xgboost,optimization,renewable energy; power grid,,,,,,,,,
Shen2026,2026,ARTICLE,Intelligent Control Framework of District Heating Systems Considering Waste Heat Utilization in Data Centers,Energy Science and Engineering,10.1002/ese3.70501,A,accept,learning to optimize,,optimization,district heating; renewable energy; heat pump,,,gold,,,45,Integrated Energy Systems Optimization,0,low
Piotrowska2026,2026,ARTICLE,"Modeling, optimization and sensitivity analysis of integrated photovoltaic, wind turbine, battery storage and drain water heat recovery systems",Energy,10.1016/j.energy.2026.140191,out,reject,,neural network; machine learning; random forest; gradient boosting,optimization,energy system; renewable energy,,,,,,,,,
Gomez2025,2025,ARTICLE,Short-term smart grid energy forecasting using a hybrid deep learning method on univariate and multivariate data sets,Energy,10.1016/j.energy.2025.138081,A,accept,gaussian process,neural network; deep learning; machine learning; lstm,optimization,power system; smart grid; renewable energy; power grid,,,closed,,5,56,Energy Load and Power Forecasting,0,low
Assareh2025,2025,ARTICLE,Multi-Objective Optimization of a Climate-Responsive Green Hydrogen-Based Multi-Generation System with Advanced Energy Storage and Heat Recovery,Advanced Sustainable Systems,10.1002/adsu.202400888,A,accept,response surface; response surface methodology,,optimization; multi-objective,energy system; multi-energy; multi energy,,,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adsu.202400888,3,44,Hybrid Renewable Energy Systems,1,low
Ben Slimene2025,2025,ARTICLE,Transient modeling and data-driven optimization of a hybrid geothermal–solar energy system for eco-friendly multigeneration: A case study approach to sustainable urban development,Process Safety and Environmental Protection,10.1016/j.psep.2025.107717,A,accept,surrogate,neural network; machine learning,optimization,energy system; renewable energy,surrogate,,closed,,5,67,Building Energy and Comfort Optimization,0,low
Zhu20262654,2026,ARTICLE,Construction and Application of a Spatiotemporal Differentiated Evaluation Indicator System for Low-carbon Operation in New-type Power Systems; [计及时空分异的新型电力系统低碳运行评价指标体系构建与应用],Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,10.13334/j.0258-8013.pcsee.250351,out,reject,,random forest,optimization,power system,,,,,,,,,
Xu2026,2026,ARTICLE,Experimental study on start-up and thermal performances of ultra-maximum hydraulic diameter pulsating heat pipe with varying evaporator-to-condenser length ratios,Applied Thermal Engineering,10.1016/j.applthermaleng.2025.129018,A,accept,response surface; response surface methodology,,optimization,energy system,,,closed,,,47,Heat Transfer and Boiling Studies,0,low
Paranthagan2026,2026,ARTICLE,Performance analysis of high voltage extended boost (HVX-B) converter with optimised MPPT control for PV-Grid application,International Journal of Electronics,10.1080/00207217.2026.2630814,A,accept,radial basis function,neural network,optimization; optimisation,power system; electric power system; power grid,,,closed,,,48,Photovoltaic System Optimization Techniques,0,low
Vo2025,2025,ARTICLE,Forecasting and surrogate models-based MINLP for long-term integrated design and planning of power-to-methanol,Applied Energy,10.1016/j.apenergy.2025.126336,A,accept,surrogate,transformer model,optimization; optimisation; energy planning; mixed-integer,renewable energy; energy planning,surrogate,,hybrid,,6,50,Process Optimization and Integration,0,low
Singh2026,2026,ARTICLE,Forecasting Malaysia's energy consumption dynamics: A sectoral analysis using hybrid RF-ANN modeling and shared socioeconomic pathways,Energy,10.1016/j.energy.2026.140196,out,reject,,neural network; machine learning; random forest,energy planning,renewable energy; energy planning,,,,,,,,,
Dawn2026,2026,ARTICLE,Optimizing wind power integration: Increasing profitability and market efficiency through machine learning based wind speed forecasting in Japan's Electricity Grid,Energy Exploration and Exploitation,10.1177/01445987251414449,out,reject,,machine learning; random forest; lstm,optimization; dispatch; optimal power flow,optimal power flow; renewable energy,,wind speed forecasting; load forecasting,,,,,,,
Zhang2025,2025,ARTICLE,Rapid Optimal Matching Design of Heterogeneous Propeller Propulsion Systems for High-Altitude Unmanned Airships,Drones,10.3390/drones9100718,A,accept,surrogate,,optimization; optimisation,energy system,surrogate,,gold,https://www.mdpi.com/2504-446X/9/10/718/pdf?version=1760613134,,28,Aerospace Engineering and Energy Systems,1,low
Machaca-Casani2026,2026,ARTICLE,Evaluation of the Impact of Machine Learning on the Prediction of Residential Energy Consumption,Electric Power Systems Research,10.1016/j.epsr.2025.112443,out,reject,,neural network; machine learning; random forest; support vector; regression model,energy planning,energy planning,,,,,,,,,
Shiblee2025,2025,ARTICLE,Short-Term Load Forecasting in the Greek Power Distribution System: A Comparative Study of Gradient Boosting and Deep Learning Models,Energies,10.3390/en18195060,out,reject,,neural network; deep learning; machine learning; gradient boosting; convolutional neural; lstm,optimization,smart grid; power grid,,load forecasting,,,,,,,
Bǎldean2025,2025,CONFERENCE,Fog-based AI image analysis for load disaggregation using Random Forest and XGBoost,E3S Web of Conferences,10.1051/e3sconf/202565404009,out,reject,,random forest; xgboost,optimization,energy system,,image recognition,,,,,,,
Elshewey20251847,2025,ARTICLE,Enhancing Hydrogen Energy Consumption Prediction Based on Stacked Machine Learning Model with Shapley Additive Explanations,Process Integration and Optimization for Sustainability,10.1007/s41660-025-00539-2,out,reject,,machine learning; random forest; gradient boosting; support vector,energy planning,energy system; renewable energy; energy planning,,,,,,,,,
Ortigoza-Larroza2026,2026,ARTICLE,Residential Electricity Consumption Forecasting using Machine Learning and SARIMA Approaches: A Case Study of Paraguay,International Journal of Energy and Water Resources,10.1007/s42108-025-00438-9,out,reject,,machine learning; random forest; gradient boosting; xgboost,energy planning,energy planning,,,,,,,,,
Zou2026,2026,ARTICLE,Stackelberg Game-Based Two-Stage Operation Optimization Strategy for a Virtual Power Plant: A Case Study,Energies,10.3390/en19030842,A,accept,surrogate; kriging,,optimization; scheduling,power system; renewable energy; virtual power plant,replace; surrogate,,gold,,,31,Smart Grid Energy Management,0,low
Chung2026,2026,ARTICLE,Data-driven co-design of power distribution networks for resilience enhancement through graph neural network aided performance estimation,Reliability Engineering and System Safety,10.1016/j.ress.2026.112511,A,accept,surrogate,neural network; learning-based; graph neural,optimization; scheduling; milp; mixed-integer,power system,surrogate,,closed,,,34,Optimal Power Flow Distribution,0,low
Asraf2026,2026,ARTICLE,A machine learning framework for regional electricity–economic forecasting: Developing the U.S. Regional energy economic index (REEI) for equitable energy transition planning,Applied Energy,10.1016/j.apenergy.2026.127705,out,reject,,machine learning; random forest; gradient boosting,,energy system; power system; electricity system; electric power system,proxy,load forecasting,,,,,,,
Jiang2025,2025,ARTICLE,A two-level real-time energy management strategy incorporating load forecasting for hydrogen fuel cell-powered ships,Energy Conversion and Management,10.1016/j.enconman.2025.120032,out,reject,,gradient boosting,dispatch; model predictive,power system,,load forecasting,,,,,,,
Xu2026,2026,ARTICLE,Utilization of machine learning approaches for enhancing sustainability of electric vehicles with optimization of lithium-ion battery health status,"Sustainable Energy, Grids and Networks",10.1016/j.segan.2026.102144,A,accept,meta-model,machine learning; random forest; gradient boosting; support vector,optimization; optimisation,energy system; renewable energy,,,closed,,,61,Advanced Battery Technologies Research,0,low
Sun2026476,2026,ARTICLE,An Adaptive Watermark Embedding Method for Multi-modal Data in Power Systems,Lecture Notes in Computer Science,10.1007/978-981-95-8420-8_38,out,reject,,random forest,optimization,power system; electric power system; smart grid; power grid,,,,,,,,,
Zhou2025,2025,ARTICLE,Scenario generation via moments-informed normalizing flows for stochastic optimization of local energy markets,Energy and AI,10.1016/j.egyai.2025.100649,A,accept,gaussian process,,optimization; stochastic programming,energy system,,,gold,,,36,Energy Load and Power Forecasting,0,low
Taki2025,2025,ARTICLE,Data-driven modeling and optimization of Higher Heating Value in biomass feedstock for enhanced bioenergy production,Biomass and Bioenergy,10.1016/j.biombioe.2025.108322,A,accept,response surface; gaussian process; radial basis function; rbf network,machine learning; support vector; data-driven model,optimization; optimisation,energy system,,,closed,,1,58,Thermochemical Biomass Conversion Processes,0,low
Di Vito2026,2026,ARTICLE,"Learning to optimize meets neural-ODE: Real-time, stability-constrained AC OPF",Electric Power Systems Research,10.1016/j.epsr.2026.113071,A,accept,learning to optimize,deep learning; machine learning,optimization; dispatch; optimal power flow,power system; electric power system; optimal power flow,,,green,https://arxiv.org/pdf/2410.19157,,,Oil and Gas Production Techniques,1,low
Yan2025,2025,ARTICLE,Optimization of sandwich panels with multi-layer aluminium foam for explosion-prevention converter transformer turrets,Process Safety and Environmental Protection,10.1016/j.psep.2025.107693,A,accept,surrogate; radial basis function,,optimization; multi-objective,power system,surrogate,,closed,,1,33,Industrial Engineering and Technologies,0,low
Chu2026,2026,ARTICLE,Data-driven robust optimization of coal mine integrated energy system considering coal-energy-carbon coupling,Applied Thermal Engineering,10.1016/j.applthermaleng.2026.130957,A,accept,surrogate,neural network,optimization; robust optimization,energy system; integrated energy; renewable energy,surrogate,,closed,,,41,Integrated Energy Systems Optimization,0,low
Mittal20261080,2026,CONFERENCE,Trust-Aware Safe Reinforcement Learning and Graph Neural Surrogates for Real-Time Power Grid Management,"Proceedings of 4th International Conference on Electronics and Renewable Systems, ICEARS 2026",10.1109/ICEARS67481.2026.11416721,A,accept,surrogate,neural network; machine learning; graph neural,optimization; dispatch; optimal power flow,power system; electric power system; optimal power flow; power grid,surrogate,,closed,,,12,Smart Grid Security and Resilience,0,low
Moon2025,2025,ARTICLE,Multi-objective optimization of hydrogen production based on integration of process-based modeling and machine learning,Chemical Engineering Journal,10.1016/j.cej.2025.166148,A,accept,surrogate,machine learning; learning-based,optimization; optimisation; multi-objective,energy system,computational cost; surrogate,,closed,,1,43,Catalysts for Methane Reforming,0,low
Bukar2026,2026,ARTICLE,A data-driven framework for microgrid design integrating machine learning model with economic-energy-environmental parameters,Renewable Energy Focus,10.1016/j.ref.2025.100785,B,candidate,,neural network; machine learning; random forest; gradient boosting; xgboost; support vector; data-driven model,optimization; optimisation; multi-objective,microgrid,approximate,,,,,,,,
Liao2026,2026,ARTICLE,Research on Optimization Methods for Management of Electric Thermal Gas Multi Energy Systems,Chemistry and Technology of Fuels and Oils,10.1007/s10553-026-02035-w,out,reject,,neural network; random forest; convolutional neural; lstm,optimization; scheduling,energy system; multi-energy; multi energy; integrated energy,,load forecasting,,,,,,,
Tariq2026,2026,ARTICLE,PV forecasting-driven decision-support for solar microgrids with battery storage,Applied Energy,10.1016/j.apenergy.2026.127685,out,reject,,random forest,dispatch; scheduling,microgrid; smart grid; power grid,,,,,,,,,
Qian2025,2025,ARTICLE,Optimizing energy supply superstructure for plastic waste gasification systems: minimizing life cycle environmental impacts with AI models,Energy Conversion and Management,10.1016/j.enconman.2025.120416,A,accept,surrogate,machine learning,optimization; mixed-integer,energy system; renewable energy,surrogate,,closed,,,44,Environmental Impact and Sustainability,0,low
Rashid2025,2025,ARTICLE,Machine Learning Forecasting of Direct Solar Radiation: A Multi-Model Evaluation with Trigonometric Cyclical Encoding,Forecasting,10.3390/forecast7040058,A,accept,gaussian process,neural network; deep learning; machine learning; random forest; gradient boosting; support vector; regression model,,energy system; renewable energy,,,gold,https://www.mdpi.com/2571-9394/7/4/58/pdf?version=1760696927,3,50,Solar Radiation and Photovoltaics,1,low
Zhou2026285,2026,ARTICLE,Accurate Modeling and Optimization of Stator Core Loss in Permanent Magnet Synchronous Motors,Journal Europeen des Systemes Automatises,10.18280/jesa.590125,A,accept,surrogate; kriging,,optimization; multi-objective,energy system,surrogate,,hybrid,,,,Electric Motor Design and Analysis,0,low
Sharma2026306,2026,ARTICLE,A Hybrid Machine Learning and Reinforcement Learning Based Framework for Intelligent Energy Management,Communications in Computer and Information Science,10.1007/978-3-032-13757-9_23,out,reject,,machine learning; random forest; gradient boosting,optimization,smart grid; renewable energy,,,,,,,,,
Khan2025,2025,ARTICLE,Integrating machine learning and econometric models to uncover macroeconomic determinants of renewable energy production in the selected European countries,Energy,10.1016/j.energy.2025.137266,out,reject,,deep learning; machine learning; random forest; support vector; lstm,energy planning,renewable energy; energy planning,,,,,,,,,
Jiang2026620,2026,ARTICLE,Polynomial Chaos Expansion Approach for Approximating Security Region Boundary of Integrated Electricity-gas Energy Systems; [综合能源系统安全域边界近似的多项式混沌展开方法],Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,10.13334/j.0258-8013.pcsee.241833,A,accept,polynomial chaos,,optimization,energy system; integrated energy,approximate; approximation,,,,,,,,
Eyimaya2026,2026,ARTICLE,Hybrid CNN–GRU-Based Demand–Supply Forecasting to Enhance Sustainability in Renewable-Integrated Smart Grids,Sustainability (Switzerland),10.3390/su18052417,B,candidate,,neural network; deep learning; machine learning; gradient boosting; xgboost; convolutional neural; lstm,scheduling,energy system; power system; smart grid; renewable energy,approximate,,,,,,,,
La Fata2025,2025,ARTICLE,A Classification Algorithm for Revenue Range Estimation in Ancillary Service Markets,Energies,10.3390/en18195263,out,reject,,gradient boosting,dispatch; scheduling,power system; microgrid; renewable energy,,,,,,,,,
Turhal2026,2026,ARTICLE,"Harnessing AI for sustainable agriculture: exergy efficiency optimization in maize via neighbourhood component analysis, principal component analysis, extreme gradient boosting",Journal of Agricultural Engineering,10.4081/jae.2025.1870,out,reject,,machine learning; gradient boosting; xgboost,optimization,energy system,,,,,,,,,
Wu2026,2026,ARTICLE,Research on traffic energy scheduling based on photovoltaic forecasting using stacked ensemble learning,International Journal of Electrical Power and Energy Systems,10.1016/j.ijepes.2025.111538,A,accept,meta-model,neural network; machine learning; random forest; lstm,optimization; dispatch; scheduling,power system; electric power system; renewable energy; power grid; energy dispatch,,,gold,,1,29,Energy Load and Power Forecasting,0,low
Zhai2025,2025,ARTICLE,Interdependence modeling of wind farm frequency support feasible region: A non-iterative system-wide dynamic characteristics scheduling,Applied Energy,10.1016/j.apenergy.2025.126687,A,accept,surrogate; kriging,,scheduling,power system; electric power system; renewable energy,surrogate,,hybrid,,,29,Electric Power System Optimization,0,low
He2026,2026,ARTICLE,Optimizing Co-pelletization of coal gasification slag and corn stalks for enhanced combustion performance and reduced CO/CO2 emissions,Renewable Energy,10.1016/j.renene.2025.124933,A,accept,response surface; response surface methodology,,optimization,energy system,,,closed,,,53,Thermochemical Biomass Conversion Processes,0,low
Balachandran2026,2026,ARTICLE,Reducing environmental footprint in power systems through high-performance epoxy–nanocarbon insulation,Environmental Progress and Sustainable Energy,10.1002/ep.70357,A,accept,response surface; response surface methodology,neural network; random forest; gradient boosting; xgboost,optimization,power system,,,closed,,,38,High voltage insulation and dielectric phenomena,0,low
Luo2025272,2025,CONFERENCE,Research on Innovation Management and Innovation Governance of Power Grid under Low-Carbon Transition Using Machine Learning,"Proceedings of 2025 2nd International Conference on Image Processing, Intelligent Control and Computer Engineering, IPICE 2025",10.1145/3768184.3768233,out,reject,,machine learning; random forest; regression model,,energy system; power grid,accelerate,,,,,,,,
Raju2026,2026,ARTICLE,Enhancing frequency support utilizing smart transformers in RES-dominated power systems integrated with fractional order controller,Results in Engineering,10.1016/j.rineng.2025.108649,out,reject,,,optimization,power system; electric power system; renewable energy; power grid,replace,,,,,,,,
Alzimami2026240,2026,ARTICLE,Smart Home Energy Prediction Using Bayesian Hyper-Parameter Optimization of Gaussian Process Regression,Lecture Notes in Networks and Systems,10.1007/978-3-032-11509-6_22,A,accept,gaussian process,machine learning,optimization,microgrid; renewable energy,,,closed,,,7,Smart Grid Energy Management,0,low
Pan2025,2025,CONFERENCE,Data processing and analysis technology of power grid assets based on particle swarm optimization of random forest,Proceedings of SPIE - The International Society for Optical Engineering,10.1117/12.3080286,out,reject,,random forest,optimization,power grid,,,,,,,,,
Elwahsh2025,2025,ARTICLE,Hyperparameter optimization of XGBoost and hybrid CnnSVM for cyber threat detection using modiﬁed Harris hawks algorithm,PeerJ Computer Science,10.7717/peerj-cs.3169,out,reject,,neural network; machine learning; gradient boosting; xgboost; support vector; convolutional neural,optimization,microgrid,,,,,,,,,
Kazemi Naeini2025,2025,ARTICLE,PINN-DT: Optimizing Energy Consumption in Smart Building Using Hybrid Physics-Informed Neural Networks and Digital Twin Framework with Blockchain Security,Sensors,10.3390/s25196242,out,reject,,neural network; deep learning; random forest; xgboost; support vector; lstm; physics-informed neural,optimization,smart grid; renewable energy; power grid,,,,,,,,,
Leal2026,2026,ARTICLE,A Hybrid CNN–BiLSTM–GRU Model for Electric Energy Consumption Forecasting,International Transactions on Electrical Energy Systems,10.1155/etep/4831304,out,reject,,neural network; deep learning; machine learning; random forest; support vector; convolutional neural; lstm,,energy system,,,,,,,,,
Zhang2026,2026,ARTICLE,GAT-Quantile-MLP-based surrogate model for joint chance-constrained OPF with topology and renewable uncertainties,Electric Power Systems Research,10.1016/j.epsr.2026.112979,A,accept,surrogate,learning-based,optimal power flow; mixed-integer; chance constraint,optimal power flow,surrogate,,closed,,,24,Risk and Portfolio Optimization,0,low
Yang2025,2025,ARTICLE,LightGBM Medium-Term Photovoltaic Power Prediction Integrating Meteorological Features and Historical Data,Energies,10.3390/en18205526,out,reject,,gradient boosting,optimization; scheduling,power system; renewable energy,,,,,,,,,
Thangavelu2026,2026,ARTICLE,From response surface methodology to artificial intelligence: process intensification frameworks for sustainable bioethanol production,Chemical Engineering and Processing - Process Intensification,10.1016/j.cep.2026.110697,A,accept,surrogate; response surface; response surface methodology,neural network; machine learning; support vector,optimization; optimisation; multi-objective,energy system,surrogate,,closed,,,99,Biofuel production and bioconversion,0,low
Dong2026,2026,ARTICLE,Small-signal stability assessment method based on online prediction of the critical short-circuit ratio for grid-forming converters,Frontiers in Energy Research,10.3389/fenrg.2025.1738311,out,reject,,support vector,optimization,power system; electric power system; renewable energy,,,,,,,,,
Zhou2025,2025,ARTICLE,Multiple Stability Margin Indexes-Oriented Online Risk Evaluation and Adjustment of Power System Based on Digital Twin,Energies,10.3390/en18184804,A,accept,polynomial chaos,data-driven model,optimization,power system; electric power system; power grid,,,gold,https://www.mdpi.com/1996-1073/18/18/4804/pdf?version=1757427868,,17,Power System Optimization and Stability,1,low
Sun2025,2025,ARTICLE,RBF Neural Network-Enhanced Adaptive Sliding Mode Control for VSG Systems with Multi-Parameter Optimization,Electronics (Switzerland),10.3390/electronics14214309,A,accept,radial basis function,neural network,optimization,power system; electric power system,,,gold,,1,12,Microgrid Control and Optimization,0,low
Roy202683,2026,ARTICLE,Predicting and Managing Solar Power in Virtual Power Plants Using Machine Learning,Lecture Notes in Networks and Systems,10.1007/978-981-96-9239-2_7,out,reject,,machine learning; random forest,optimization; dispatch,energy system; power system; renewable energy; energy dispatch; virtual power plant,,,,,,,,,
